Country,Total Exports Value ($US),Customs Import Value (Gen) ($US),Month,Year
Sint Maarten,"56,269,576","11,322,976",Mar,2018
Sint Maarten,"41,743,296","7,652,548",Apr,2018
Sint Maarten,"45,865,408","9,104,451",May,2018
Sint Maarten,"37,117,143","3,505,111",Jun,2018
Sint Maarten,"26,704,014","2,438,045",Jul,2018
Sint Maarten,"44,658,467","8,153,793",Aug,2018
Sint Maarten,"43,189,781","5,789,288",Sep,2018
Sint Maarten,"72,386,249","3,902,888",Oct,2018
Sint Maarten,"109,909,991","11,163,890",Nov,2018
Sint Maarten,"83,875,857","14,315,460",Dec,2018
Sint Maarten,"73,076,453","11,822,488",Jan,2019
Sint Maarten,"67,245,985","10,711,275",Feb,2019
Sint Maarten,"60,509,862","6,556,756",Mar,2019
Sint Maarten,"50,397,438","16,552,877",Apr,2019
Sint Maarten,"45,773,132","9,560,335",May,2019
Sint Maarten,"50,189,126","9,845,435",Jun,2019
Sint Maarten,"32,130,857","3,998,127",Jul,2019
Sint Maarten,"44,324,963","8,891,008",Aug,2019
Sint Maarten,"33,213,014","6,468,814",Sep,2019
Sint Maarten,"68,343,054","9,587,783",Oct,2019
Sint Maarten,"87,671,856","18,923,409",Nov,2019
Sint Maarten,"79,078,625","16,675,348",Dec,2019
Sint Maarten,"74,035,423","14,046,006",Jan,2020
Sint Maarten,"57,980,092","13,027,435",Feb,2020
Sint Maarten,"27,003,071","1,077,910",Mar,2020
Sint Maarten,"11,441,065","423,300",Apr,2020
Sint Maarten,"11,461,503","525,437",May,2020
Sint Maarten,"15,555,309","1,142,713",Jun,2020
Sint Maarten,"18,233,550","1,702,966",Jul,2020
Sint Maarten,"15,147,578","3,470,282",Aug,2020
Sint Maarten,"17,607,612","3,399,466",Sep,2020
Sint Maarten,"19,403,243","1,954,406",Oct,2020
Sint Maarten,"24,658,124","3,401,284",Nov,2020
Sint Maarten,"42,362,428","2,624,404",Dec,2020
Sint Maarten,"21,140,870","2,182,599",Jan,2021
Sint Maarten,"20,445,174","839,129",Feb,2021
Sint Maarten,"22,213,700","2,014,329",Mar,2021
Sint Maarten,"25,525,512","1,241,563",Apr,2021
Sint Maarten,"27,910,312","3,617,252",May,2021
Sint Maarten,"27,154,909","3,707,105",Jun,2021
Sint Maarten,"31,533,567","5,435,678",Jul,2021
Sint Maarten,"25,717,731","7,222,971",Aug,2021
Sint Maarten,"25,988,862","1,489,121",Sep,2021
Sint Maarten,"33,879,572","3,769,213",Oct,2021
Sint Maarten,"51,844,533","6,001,781",Nov,2021
Sint Maarten,"69,174,603","11,523,459",Dec,2021
Sint Maarten,"41,016,671","5,311,294",Jan,2022
Sint Maarten,"47,688,967","11,543,826",Feb,2022
Sint Maarten,"65,799,317","6,593,426",Mar,2022
Sint Maarten,"44,150,565","12,675,282",Apr,2022
Sint Maarten,"37,256,642","4,682,511",May,2022
Sint Maarten,"36,648,649","2,609,549",Jun,2022
Sint Maarten,"57,623,764","903,353",Jul,2022
Sint Maarten,"79,612,429","4,073,435",Aug,2022
Sint Maarten,"43,445,604","1,558,894",Sep,2022
Sint Maarten,"59,674,055","4,635,834",Oct,2022
Sint Maarten,"86,152,669","13,632,465",Nov,2022
Sint Maarten,"99,344,542","11,534,615",Dec,2022
Sint Maarten,"83,898,632","13,314,479",Jan,2023
Sint Maarten,"72,133,708","6,902,667",Feb,2023
Sint Maarten,"72,330,502","8,803,322",Mar,2023
Sint Maarten,"54,298,141","6,146,143",Apr,2023
Sint Maarten,"55,213,316","4,937,118",May,2023
Sint Maarten,"48,334,163","2,562,652",Jun,2023
Sint Maarten,"39,081,681","3,236,381",Jul,2023
Sint Maarten,"45,404,078","1,703,900",Aug,2023
Sint Maarten,"36,263,924","3,262,582",Sep,2023
Sint Maarten,"62,284,557","3,757,827",Oct,2023
Sint Maarten,"102,242,625","13,764,125",Nov,2023
Sint Maarten,"184,061,366","21,420,366",Dec,2023
Slovakia,"53,077,704","116,161,312",Jan,2015
Slovakia,"24,047,236","149,833,055",Feb,2015
Slovakia,"33,013,224","244,322,285",Mar,2015
Slovakia,"26,031,970","198,703,369",Apr,2015
Slovakia,"29,167,030","244,075,771",May,2015
Slovakia,"35,545,688","287,491,602",Jun,2015
Slovakia,"23,929,986","321,529,831",Jul,2015
Slovakia,"28,305,798","155,702,609",Aug,2015
Slovakia,"41,934,834","110,226,883",Sep,2015
Slovakia,"26,097,816","153,080,776",Oct,2015
Slovakia,"25,106,278","166,554,157",Nov,2015
Slovakia,"33,280,910","152,245,827",Dec,2015
Slovakia,"26,444,311","147,071,825",Jan,2016
Slovakia,"30,496,022","109,136,996",Feb,2016
Slovakia,"25,915,189","270,747,928",Mar,2016
Slovakia,"26,698,941","203,089,092",Apr,2016
Slovakia,"23,566,424","245,086,409",May,2016
Slovakia,"20,860,378","235,704,333",Jun,2016
Slovakia,"23,285,821","213,286,982",Jul,2016
Slovakia,"23,184,054","150,047,431",Aug,2016
Slovakia,"18,729,544","251,542,465",Sep,2016
Slovakia,"27,684,608","226,085,602",Oct,2016
Slovakia,"23,437,139","218,044,133",Nov,2016
Slovakia,"22,899,709","256,497,588",Dec,2016
Slovakia,"30,479,907","193,385,962",Jan,2017
Slovakia,"26,822,045","134,313,159",Feb,2017
Slovakia,"42,346,644","271,999,521",Mar,2017
Slovakia,"32,648,020","306,524,103",Apr,2017
Slovakia,"69,873,237","265,129,505",May,2017
Slovakia,"41,628,226","283,921,305",Jun,2017
Slovakia,"27,991,682","229,508,828",Jul,2017
Slovakia,"35,119,076","241,967,277",Aug,2017
Slovakia,"25,697,968","231,080,893",Sep,2017
Slovakia,"42,688,704","256,746,551",Oct,2017
Slovakia,"32,841,611","311,736,431",Nov,2017
Slovakia,"33,497,873","322,386,842",Dec,2017
Slovakia,"20,985,755","201,748,845",Jan,2018
Slovakia,"30,590,298","151,078,817",Feb,2018
Slovakia,"25,259,338","254,935,416",Mar,2018
Slovakia,"21,951,623","265,970,870",Apr,2018
Slovakia,"25,137,252","336,349,014",May,2018
Slovakia,"26,834,959","293,577,298",Jun,2018
Slovakia,"23,484,652","385,813,601",Jul,2018
Slovakia,"22,214,623","222,257,728",Aug,2018
Slovakia,"23,807,998","437,637,684",Sep,2018
Slovakia,"23,788,731","560,371,626",Oct,2018
Slovakia,"23,097,997","397,941,307",Nov,2018
Slovakia,"22,192,145","648,674,375",Dec,2018
Slovakia,"20,801,119","636,544,069",Jan,2019
Slovakia,"86,428,315","417,733,270",Feb,2019
Slovakia,"35,339,029","611,454,850",Mar,2019
Slovakia,"25,386,424","495,190,246",Apr,2019
Slovakia,"22,027,283","493,351,788",May,2019
Slovakia,"36,952,194","464,896,978",Jun,2019
Slovakia,"32,757,264","566,870,280",Jul,2019
Slovakia,"22,545,757","227,202,401",Aug,2019
Slovakia,"23,834,414","344,914,292",Sep,2019
Slovakia,"33,540,331","239,959,921",Oct,2019
Slovakia,"23,734,631","348,003,568",Nov,2019
Slovakia,"25,755,011","283,118,660",Dec,2019
Slovakia,"29,486,000","356,214,882",Jan,2020
Slovakia,"28,743,826","343,076,853",Feb,2020
Slovakia,"23,805,202","352,061,565",Mar,2020
Slovakia,"14,622,812","317,791,847",Apr,2020
Slovakia,"31,893,110","159,860,700",May,2020
Slovakia,"22,138,095","258,958,933",Jun,2020
Slovakia,"39,457,181","293,617,618",Jul,2020
Slovakia,"29,634,364","373,710,030",Aug,2020
Slovakia,"29,877,104","660,677,029",Sep,2020
Slovakia,"34,536,735","615,007,407",Oct,2020
Slovakia,"30,162,006","521,072,732",Nov,2020
Slovakia,"18,867,603","745,507,121",Dec,2020
Slovakia,"31,950,500","429,706,003",Jan,2021
Slovakia,"30,291,351","438,987,739",Feb,2021
Slovakia,"29,552,785","624,968,232",Mar,2021
Slovakia,"39,203,432","385,958,231",Apr,2021
Slovakia,"29,008,050","483,279,708",May,2021
Slovakia,"28,212,208","440,244,316",Jun,2021
Slovakia,"21,314,177","536,135,541",Jul,2021
Slovakia,"28,791,101","288,530,647",Aug,2021
Slovakia,"22,889,563","283,989,132",Sep,2021
Slovakia,"28,534,955","242,087,593",Oct,2021
Slovakia,"24,185,981","312,608,114",Nov,2021
Slovakia,"22,892,035","411,757,905",Dec,2021
Slovakia,"20,711,498","466,592,924",Jan,2022
Slovakia,"25,751,221","266,656,021",Feb,2022
Slovakia,"30,225,191","667,339,732",Mar,2022
Slovakia,"30,609,902","426,906,856",Apr,2022
Slovakia,"31,441,638","481,813,342",May,2022
Slovakia,"50,298,757","547,180,996",Jun,2022
Slovakia,"29,084,800","502,212,117",Jul,2022
Slovakia,"27,726,487","565,661,975",Aug,2022
Slovakia,"35,647,066","741,863,857",Sep,2022
Slovakia,"29,809,264","682,666,026",Oct,2022
Slovakia,"29,758,202","464,403,682",Nov,2022
Slovakia,"33,709,191","747,944,557",Dec,2022
Slovakia,"29,179,944","571,409,122",Jan,2023
Slovakia,"28,989,453","611,847,354",Feb,2023
Slovakia,"35,935,349","713,592,986",Mar,2023
Slovakia,"35,253,496","622,525,423",Apr,2023
Slovakia,"38,123,286","704,293,881",May,2023
Slovakia,"66,553,857","819,480,284",Jun,2023
Slovakia,"21,344,040","907,741,305",Jul,2023
Slovakia,"30,660,813","793,586,198",Aug,2023
Slovakia,"37,811,861","664,488,099",Sep,2023
Slovakia,"42,346,086","629,492,894",Oct,2023
Slovakia,"35,785,592","536,244,940",Nov,2023
Slovakia,"29,361,417","753,229,973",Dec,2023
Slovenia,"32,772,851","51,707,304",Jan,2015
Slovenia,"15,756,764","43,007,392",Feb,2015
Slovenia,"20,622,165","60,438,684",Mar,2015
Slovenia,"28,108,354","55,239,915",Apr,2015
Slovenia,"19,327,320","57,858,266",May,2015
Slovenia,"46,174,394","66,720,896",Jun,2015
Slovenia,"14,677,541","65,461,173",Jul,2015
Slovenia,"14,314,936","57,373,782",Aug,2015
Slovenia,"54,138,051","53,278,379",Sep,2015
Slovenia,"21,903,011","57,686,177",Oct,2015
Slovenia,"46,742,305","52,171,795",Nov,2015
Slovenia,"31,516,622","57,253,457",Dec,2015
Slovenia,"11,788,603","63,281,538",Jan,2016
Slovenia,"14,692,021","50,934,832",Feb,2016
Slovenia,"18,220,370","71,119,224",Mar,2016
Slovenia,"16,609,173","61,126,498",Apr,2016
Slovenia,"67,942,878","68,309,207",May,2016
Slovenia,"15,978,784","65,792,865",Jun,2016
Slovenia,"39,313,946","69,436,640",Jul,2016
Slovenia,"53,464,052","63,313,364",Aug,2016
Slovenia,"18,670,641","57,712,731",Sep,2016
Slovenia,"17,747,563","63,340,175",Oct,2016
Slovenia,"39,352,539","62,179,159",Nov,2016
Slovenia,"17,586,564","55,653,490",Dec,2016
Slovenia,"21,526,409","56,929,683",Jan,2017
Slovenia,"14,345,532","54,401,874",Feb,2017
Slovenia,"17,541,548","53,134,096",Mar,2017
Slovenia,"30,141,707","61,626,596",Apr,2017
Slovenia,"47,323,538","62,427,460",May,2017
Slovenia,"43,131,809","62,378,340",Jun,2017
Slovenia,"16,748,366","70,489,842",Jul,2017
Slovenia,"31,162,992","72,430,375",Aug,2017
Slovenia,"18,613,637","62,308,607",Sep,2017
Slovenia,"20,204,219","69,693,405",Oct,2017
Slovenia,"30,612,181","69,334,769",Nov,2017
Slovenia,"80,254,171","65,118,775",Dec,2017
Slovenia,"19,786,379","61,537,613",Jan,2018
Slovenia,"20,244,010","58,323,010",Feb,2018
Slovenia,"19,999,977","61,776,050",Mar,2018
Slovenia,"13,571,185","72,157,394",Apr,2018
Slovenia,"48,431,941","73,546,093",May,2018
Slovenia,"20,693,126","82,369,697",Jun,2018
Slovenia,"19,282,109","79,822,907",Jul,2018
Slovenia,"15,311,234","80,694,492",Aug,2018
Slovenia,"52,057,233","68,329,044",Sep,2018
Slovenia,"57,632,557","83,647,339",Oct,2018
Slovenia,"19,240,098","61,997,596",Nov,2018
Slovenia,"15,469,488","70,803,135",Dec,2018
Slovenia,"27,340,273","78,456,319",Jan,2019
Slovenia,"18,402,913","64,828,785",Feb,2019
Slovenia,"18,034,648","83,751,569",Mar,2019
Slovenia,"22,585,581","89,490,810",Apr,2019
Slovenia,"115,418,213","77,151,773",May,2019
Slovenia,"16,759,149","70,784,008",Jun,2019
Slovenia,"16,562,394","85,083,422",Jul,2019
Slovenia,"13,495,567","78,163,341",Aug,2019
Slovenia,"39,785,856","68,666,192",Sep,2019
Slovenia,"14,426,336","95,792,254",Oct,2019
Slovenia,"16,235,257","65,399,855",Nov,2019
Slovenia,"25,155,820","105,288,246",Dec,2019
Slovenia,"15,976,338","84,127,588",Jan,2020
Slovenia,"17,313,297","145,285,852",Feb,2020
Slovenia,"20,580,027","74,550,056",Mar,2020
Slovenia,"8,754,594","97,799,910",Apr,2020
Slovenia,"11,413,077","162,458,835",May,2020
Slovenia,"25,821,145","119,772,631",Jun,2020
Slovenia,"13,579,452","66,589,953",Jul,2020
Slovenia,"18,221,391","63,853,622",Aug,2020
Slovenia,"17,026,433","68,163,381",Sep,2020
Slovenia,"12,135,016","82,290,176",Oct,2020
Slovenia,"71,327,698","135,778,825",Nov,2020
Slovenia,"66,213,315","90,934,705",Dec,2020
Slovenia,"16,509,865","88,347,058",Jan,2021
Slovenia,"12,081,366","101,254,405",Feb,2021
Slovenia,"19,173,816","95,554,901",Mar,2021
Slovenia,"33,615,459","102,948,402",Apr,2021
Slovenia,"21,584,389","113,506,260",May,2021
Slovenia,"17,400,561","138,219,478",Jun,2021
Slovenia,"17,901,155","137,920,821",Jul,2021
Slovenia,"16,853,308","146,092,070",Aug,2021
Slovenia,"25,932,699","104,266,116",Sep,2021
Slovenia,"16,301,259","223,089,323",Oct,2021
Slovenia,"18,061,075","162,673,381",Nov,2021
Slovenia,"26,707,411","151,309,818",Dec,2021
Slovenia,"13,395,829","267,154,156",Jan,2022
Slovenia,"11,181,863","198,620,963",Feb,2022
Slovenia,"22,972,011","178,932,782",Mar,2022
Slovenia,"44,409,395","222,086,305",Apr,2022
Slovenia,"19,500,692","329,853,009",May,2022
Slovenia,"75,609,220","245,231,965",Jun,2022
Slovenia,"31,029,315","346,806,898",Jul,2022
Slovenia,"46,111,532","184,084,547",Aug,2022
Slovenia,"47,025,951","218,500,475",Sep,2022
Slovenia,"24,984,211","303,118,476",Oct,2022
Slovenia,"21,338,035","232,948,224",Nov,2022
Slovenia,"38,931,536","267,363,537",Dec,2022
Slovenia,"18,557,504","332,347,861",Jan,2023
Slovenia,"16,878,943","137,804,468",Feb,2023
Slovenia,"18,234,300","466,091,036",Mar,2023
Slovenia,"20,065,252","227,299,564",Apr,2023
Slovenia,"20,256,906","301,049,107",May,2023
Slovenia,"32,167,071","366,403,723",Jun,2023
Slovenia,"14,262,509","334,444,160",Jul,2023
Slovenia,"36,291,023","292,885,703",Aug,2023
Slovenia,"49,039,748","346,567,260",Sep,2023
Slovenia,"45,382,970","163,256,958",Oct,2023
Slovenia,"69,969,043","540,682,751",Nov,2023
Slovenia,"21,585,786","395,939,198",Dec,2023
Solomon Islands,"166,440","1,400,358",Jan,2015
Solomon Islands,"267,579","29,064",Feb,2015
Solomon Islands,"328,430","767,749",Mar,2015
Solomon Islands,"180,527","237,825",Apr,2015
Solomon Islands,"644,367","53,132",May,2015
Solomon Islands,"524,324","77,981",Jun,2015
Solomon Islands,"1,884,161","180,071",Jul,2015
Solomon Islands,"624,399","409,954",Aug,2015
Solomon Islands,"60,023","67,633",Sep,2015
Solomon Islands,"445,843","164,625",Oct,2015
Solomon Islands,"359,386","78,265",Nov,2015
Solomon Islands,"375,830","55,296",Dec,2015
Solomon Islands,"364,150","118,834",Jan,2016
Solomon Islands,"589,224","30,227",Feb,2016
Solomon Islands,"373,452","82,349",Mar,2016
Solomon Islands,"405,895","52,586",Apr,2016
Solomon Islands,"512,611","45,173",May,2016
Solomon Islands,"430,300","64,533",Jun,2016
Solomon Islands,"2,488,432","436,932",Jul,2016
Solomon Islands,"483,966","328,201",Aug,2016
Solomon Islands,"680,349","494,351",Sep,2016
Solomon Islands,"2,565,899","328,243",Oct,2016
Solomon Islands,"279,170","152,663",Nov,2016
Solomon Islands,"724,841","11,413",Dec,2016
Solomon Islands,"691,105","122,374",Jan,2017
Solomon Islands,"700,651","94,265",Feb,2017
Solomon Islands,"910,004","57,674",Mar,2017
Solomon Islands,"670,979","339,611",Apr,2017
Solomon Islands,"892,158","209,273",May,2017
Solomon Islands,"813,480","156,811",Jun,2017
Solomon Islands,"731,905","376,007",Jul,2017
Solomon Islands,"617,769","388,306",Aug,2017
Solomon Islands,"1,074,717","490,216",Sep,2017
Solomon Islands,"873,439","629,551",Oct,2017
Solomon Islands,"1,002,602","16,071",Nov,2017
Solomon Islands,"325,072","504,001",Dec,2017
Solomon Islands,"685,327","513,634",Jan,2018
Solomon Islands,"663,305","177,029",Feb,2018
Solomon Islands,"2,583,931","130,189",Mar,2018
Solomon Islands,"1,713,915","227,598",Apr,2018
Solomon Islands,"724,507","60,712",May,2018
Solomon Islands,"1,441,466","268,437",Jun,2018
Solomon Islands,"1,009,747","712,003",Jul,2018
Solomon Islands,"618,394","532,780",Aug,2018
Solomon Islands,"473,579","329,054",Sep,2018
Solomon Islands,"654,544","367,058",Oct,2018
Solomon Islands,"696,349","342,281",Nov,2018
Solomon Islands,"455,162","422,786",Dec,2018
Solomon Islands,"1,369,250","304,177",Jan,2019
Solomon Islands,"155,371","15,555",Feb,2019
Solomon Islands,"2,222,030","68,180",Mar,2019
Solomon Islands,"3,297,566","145,151",Apr,2019
Solomon Islands,"2,738,862","1,004,624",May,2019
Solomon Islands,"604,006","780,598",Jun,2019
Solomon Islands,"702,183","909,047",Jul,2019
Solomon Islands,"6,697,420","1,269,639",Aug,2019
Solomon Islands,"1,336,063","77,688",Sep,2019
Solomon Islands,"228,874","704,013",Oct,2019
Solomon Islands,"137,010","494,749",Nov,2019
Solomon Islands,"338,155","54,916",Dec,2019
Solomon Islands,"498,996","248,977",Jan,2020
Solomon Islands,"595,154","20,863",Feb,2020
Solomon Islands,"330,682","661,399",Mar,2020
Solomon Islands,"766,891","128,211",Apr,2020
Solomon Islands,"240,105","120,494",May,2020
Solomon Islands,"354,024","306,418",Jun,2020
Solomon Islands,"622,554","768,641",Jul,2020
Solomon Islands,"314,464","27,226",Aug,2020
Solomon Islands,"280,988","138,777",Sep,2020
Solomon Islands,"162,101","180,510",Oct,2020
Solomon Islands,"399,611","662,830",Nov,2020
Solomon Islands,"101,980","57,341",Dec,2020
Solomon Islands,"1,541,863","343,396",Jan,2021
Solomon Islands,"6,715,890","170,623",Feb,2021
Solomon Islands,"618,628","70,164",Mar,2021
Solomon Islands,"574,426","160,458",Apr,2021
Solomon Islands,"722,972","79,823",May,2021
Solomon Islands,"330,904","413,502",Jun,2021
Solomon Islands,"850,181","124,107",Jul,2021
Solomon Islands,"435,402","50,091",Aug,2021
Solomon Islands,"253,079","77,092",Sep,2021
Solomon Islands,"496,921","68,965",Oct,2021
Solomon Islands,"2,011,299","132,771",Nov,2021
Solomon Islands,"187,354","360,936",Dec,2021
Solomon Islands,"411,505","49,439",Jan,2022
Solomon Islands,"835,938","108,141",Feb,2022
Solomon Islands,"896,341","6,825,687",Mar,2022
Solomon Islands,"1,066,427","50,698",Apr,2022
Solomon Islands,"804,377","77,517",May,2022
Solomon Islands,"568,605","55,385",Jun,2022
Solomon Islands,"1,634,249","122,634",Jul,2022
Solomon Islands,"322,751","98,649",Aug,2022
Solomon Islands,"827,913","154,839",Sep,2022
Solomon Islands,"361,753","64,095",Oct,2022
Solomon Islands,"1,606,783","73,506",Nov,2022
Solomon Islands,"1,055,620","406,307",Dec,2022
Solomon Islands,"393,123","31,666",Jan,2023
Solomon Islands,"1,352,026","85,683",Feb,2023
Solomon Islands,"622,142","49,004",Mar,2023
Solomon Islands,"343,432","15,134",Apr,2023
Solomon Islands,"1,194,940","44,023",May,2023
Solomon Islands,"1,006,508","40,837",Jun,2023
Solomon Islands,"578,866","238,931",Jul,2023
Solomon Islands,"650,502","307,791",Aug,2023
Solomon Islands,"1,037,679","23,640",Sep,2023
Solomon Islands,"1,011,852","118,130",Oct,2023
Solomon Islands,"468,521","115,843",Nov,2023
Solomon Islands,"928,724","69,936",Dec,2023
Somalia,"3,863,009","69,635",Jan,2015
Somalia,"1,385,290","16,372",Feb,2015
Somalia,"2,319,595","99,176",Mar,2015
Somalia,"2,948,548","136,668",Apr,2015
Somalia,"3,020,720","2,259",May,2015
Somalia,"3,393,219","107,425",Jun,2015
Somalia,"18,497,469","17,095",Jul,2015
Somalia,"1,785,660","92,413",Aug,2015
Somalia,"1,908,203","5,133",Sep,2015
Somalia,"735,890","127,464",Oct,2015
Somalia,"1,005,227","44,294",Nov,2015
Somalia,"4,163,754","178,178",Dec,2015
Somalia,"2,389,884","206,311",Jan,2016
Somalia,"2,072,453","3,814",Feb,2016
Somalia,"3,056,270","22,768",Mar,2016
Somalia,"7,417,369","208,885",Apr,2016
Somalia,"3,517,803","176,426",May,2016
Somalia,"4,720,223",50,Jun,2016
Somalia,"7,812,846","49,932",Jul,2016
Somalia,"3,785,415","11,186",Aug,2016
Somalia,"2,161,218","86,952",Sep,2016
Somalia,"362,852","2,079",Oct,2016
Somalia,"1,127,177","205,394",Nov,2016
Somalia,"403,972","14,135",Dec,2016
Somalia,"5,299,776","35,638",Jan,2017
Somalia,"4,838,096","41,206",Feb,2017
Somalia,"14,054,481","22,868",Mar,2017
Somalia,"2,868,062","109,872",Apr,2017
Somalia,"5,180,512",159,May,2017
Somalia,"1,608,552","119,158",Jun,2017
Somalia,"3,538,881","50,884",Jul,2017
Somalia,"2,282,862","1,693",Aug,2017
Somalia,"11,641,479","462,149",Sep,2017
Somalia,"7,196,473","1,062",Oct,2017
Somalia,"6,034,972","71,680",Nov,2017
Somalia,"6,050,772","70,499",Dec,2017
Somalia,"2,787,231","44,446",Jan,2018
Somalia,"1,957,967","327,084",Feb,2018
Somalia,"1,965,265","117,889",Mar,2018
Somalia,"2,358,615","107,644",Apr,2018
Somalia,"13,597,627","2,742",May,2018
Somalia,"4,656,598","18,873",Jun,2018
Somalia,"3,435,542","465,402",Jul,2018
Somalia,"7,165,078","42,667",Aug,2018
Somalia,"687,459","25,857",Sep,2018
Somalia,"3,557,045","7,957",Oct,2018
Somalia,"1,665,067","16,123",Nov,2018
Somalia,"5,627,891","158,873",Dec,2018
Somalia,"1,491,160","510,617",Jan,2019
Somalia,"147,530","55,507",Feb,2019
Somalia,"3,782,717","1,244",Mar,2019
Somalia,"5,313,417","48,221",Apr,2019
Somalia,"4,257,878","95,395",May,2019
Somalia,"1,947,831",87,Jun,2019
Somalia,"5,766,449",838,Jul,2019
Somalia,"19,683,845","7,481",Aug,2019
Somalia,"15,588,577","10,281",Sep,2019
Somalia,"18,645,951","25,071",Oct,2019
Somalia,"11,923,387","6,416",Nov,2019
Somalia,"16,683,262","230,530",Dec,2019
Somalia,"2,820,225","37,992",Jan,2020
Somalia,"7,248,547","36,568",Feb,2020
Somalia,"12,004,690","3,917",Mar,2020
Somalia,"1,125,923","60,732",Apr,2020
Somalia,"3,250,880","13,330",May,2020
Somalia,"1,250,234","7,880",Jun,2020
Somalia,"5,837,357","5,283",Jul,2020
Somalia,"7,765,380","87,145",Aug,2020
Somalia,"9,957,822","86,387",Sep,2020
Somalia,"2,659,407","34,587",Oct,2020
Somalia,"1,532,720","68,405",Nov,2020
Somalia,"1,400,118","61,345",Dec,2020
Somalia,"3,091,835","68,560",Jan,2021
Somalia,"3,574,340","58,019",Feb,2021
Somalia,"4,186,727","42,222",Mar,2021
Somalia,"2,662,988","159,710",Apr,2021
Somalia,"1,551,261","296,734",May,2021
Somalia,"14,553,722","50,890",Jun,2021
Somalia,"683,496","161,390",Jul,2021
Somalia,"903,352","223,395",Aug,2021
Somalia,"6,279,508","35,273",Sep,2021
Somalia,"5,708,565","41,771",Oct,2021
Somalia,"3,386,576","12,252",Nov,2021
Somalia,"5,728,588","10,378",Dec,2021
Somalia,"954,029","74,328",Jan,2022
Somalia,"8,298,480","5,012",Feb,2022
Somalia,"2,749,423","8,779",Mar,2022
Somalia,"4,984,095","78,367",Apr,2022
Somalia,"5,552,063","4,648",May,2022
Somalia,"1,840,126","742,580",Jun,2022
Somalia,"7,709,992","2,027",Jul,2022
Somalia,"11,509,744","17,462",Aug,2022
Somalia,"16,328,590","19,197",Sep,2022
Somalia,"20,463,427","74,736",Oct,2022
Somalia,"1,414,803","49,562",Nov,2022
Somalia,"3,343,913","64,791",Dec,2022
Somalia,"804,683","786,681",Jan,2023
Somalia,"5,190,544","672,000",Feb,2023
Somalia,"7,951,378","49,709",Mar,2023
Somalia,"7,387,118","21,011",Apr,2023
Somalia,"2,344,452","693,032",May,2023
Somalia,"5,947,379","334,250",Jun,2023
Somalia,"3,878,082","39,160",Jul,2023
Somalia,"5,778,888","23,275",Aug,2023
Somalia,"3,054,269","7,337",Sep,2023
Somalia,"3,674,523","397,511",Oct,2023
Somalia,"1,664,561","133,141",Nov,2023
Somalia,"2,139,131","22,418",Dec,2023
South Africa,"479,518,916","707,727,699",Jan,2015
South Africa,"398,081,003","416,927,368",Feb,2015
South Africa,"473,114,165","605,604,773",Mar,2015
South Africa,"493,854,037","696,670,809",Apr,2015
South Africa,"441,832,572","571,237,124",May,2015
South Africa,"490,457,120","586,107,572",Jun,2015
South Africa,"430,584,455","679,432,488",Jul,2015
South Africa,"483,746,633","628,613,630",Aug,2015
South Africa,"444,533,926","580,846,002",Sep,2015
South Africa,"497,479,056","619,314,312",Oct,2015
South Africa,"405,242,574","568,216,002",Nov,2015
South Africa,"418,848,904","662,327,771",Dec,2015
South Africa,"305,980,156","570,809,784",Jan,2016
South Africa,"383,014,027","401,275,387",Feb,2016
South Africa,"386,232,194","536,452,442",Mar,2016
South Africa,"365,151,614","598,624,595",Apr,2016
South Africa,"382,322,355","611,329,914",May,2016
South Africa,"403,114,978","583,922,374",Jun,2016
South Africa,"348,088,992","506,050,332",Jul,2016
South Africa,"416,746,624","563,042,014",Aug,2016
South Africa,"338,928,494","583,092,047",Sep,2016
South Africa,"462,402,629","586,725,694",Oct,2016
South Africa,"380,203,919","623,505,828",Nov,2016
South Africa,"427,771,920","619,488,528",Dec,2016
South Africa,"337,924,147","463,481,876",Jan,2017
South Africa,"395,163,795","476,926,598",Feb,2017
South Africa,"440,158,569","502,230,538",Mar,2017
South Africa,"445,078,554","634,867,000",Apr,2017
South Africa,"407,355,418","762,599,751",May,2017
South Africa,"475,816,046","706,771,857",Jun,2017
South Africa,"487,480,188","726,896,792",Jul,2017
South Africa,"428,697,397","709,215,478",Aug,2017
South Africa,"370,628,840","625,997,930",Sep,2017
South Africa,"488,402,096","707,540,596",Oct,2017
South Africa,"336,901,153","651,024,242",Nov,2017
South Africa,"437,038,948","767,670,574",Dec,2017
South Africa,"399,780,281","635,388,177",Jan,2018
South Africa,"356,567,926","525,682,528",Feb,2018
South Africa,"569,923,193","776,511,991",Mar,2018
South Africa,"502,755,228","682,025,492",Apr,2018
South Africa,"441,469,503","702,087,859",May,2018
South Africa,"483,902,470","706,364,331",Jun,2018
South Africa,"544,623,989","732,010,376",Jul,2018
South Africa,"495,991,080","706,476,063",Aug,2018
South Africa,"512,298,848","640,595,160",Sep,2018
South Africa,"452,287,974","706,167,294",Oct,2018
South Africa,"325,332,084","658,794,298",Nov,2018
South Africa,"446,332,892","993,245,396",Dec,2018
South Africa,"417,786,017","677,542,524",Jan,2019
South Africa,"476,904,278","497,768,921",Feb,2019
South Africa,"464,773,669","564,729,899",Mar,2019
South Africa,"434,648,159","701,757,196",Apr,2019
South Africa,"476,486,682","669,001,412",May,2019
South Africa,"448,306,354","624,986,289",Jun,2019
South Africa,"483,551,396","616,978,774",Jul,2019
