Country,Total Exports Value ($US),Customs Import Value (Gen) ($US),Month,Year
Cote d'Ivoire,"36,405,134","128,816,894",Apr,2022
Cote d'Ivoire,"63,919,224","121,692,445",May,2022
Cote d'Ivoire,"40,317,320","117,706,987",Jun,2022
Cote d'Ivoire,"44,514,066","68,210,759",Jul,2022
Cote d'Ivoire,"30,840,483","91,987,181",Aug,2022
Cote d'Ivoire,"37,519,797","72,366,664",Sep,2022
Cote d'Ivoire,"40,614,660","62,036,858",Oct,2022
Cote d'Ivoire,"52,232,402","53,801,942",Nov,2022
Cote d'Ivoire,"52,012,892","45,940,045",Dec,2022
Cote d'Ivoire,"28,228,500","158,940,735",Jan,2023
Cote d'Ivoire,"44,399,306","119,117,203",Feb,2023
Cote d'Ivoire,"62,546,603","123,475,317",Mar,2023
Cote d'Ivoire,"78,500,467","162,327,291",Apr,2023
Cote d'Ivoire,"36,639,180","64,078,227",May,2023
Cote d'Ivoire,"19,470,179","46,264,257",Jun,2023
Cote d'Ivoire,"48,266,184","41,290,200",Jul,2023
Cote d'Ivoire,"30,027,379","35,329,564",Aug,2023
Cote d'Ivoire,"48,981,271","74,959,398",Sep,2023
Cote d'Ivoire,"40,567,211","43,677,720",Oct,2023
Cote d'Ivoire,"28,870,602","36,768,249",Nov,2023
Cote d'Ivoire,"42,485,288","41,689,371",Dec,2023
Croatia,"31,371,825","37,336,580",Jan,2015
Croatia,"23,825,378","61,183,755",Feb,2015
Croatia,"44,980,352","54,049,966",Mar,2015
Croatia,"49,578,774","44,302,753",Apr,2015
Croatia,"37,858,294","59,075,440",May,2015
Croatia,"26,124,276","58,868,079",Jun,2015
Croatia,"28,785,984","48,630,100",Jul,2015
Croatia,"9,143,157","53,674,588",Aug,2015
Croatia,"16,279,405","33,085,675",Sep,2015
Croatia,"14,030,504","45,134,560",Oct,2015
Croatia,"20,936,175","42,557,459",Nov,2015
Croatia,"29,177,739","38,977,749",Dec,2015
Croatia,"20,072,266","36,898,076",Jan,2016
Croatia,"19,373,826","46,584,894",Feb,2016
Croatia,"25,392,440","44,202,022",Mar,2016
Croatia,"23,149,515","50,000,309",Apr,2016
Croatia,"30,173,881","40,934,723",May,2016
Croatia,"30,306,956","42,792,903",Jun,2016
Croatia,"17,588,703","44,690,160",Jul,2016
Croatia,"22,792,864","26,478,581",Aug,2016
Croatia,"24,817,017","36,539,506",Sep,2016
Croatia,"25,481,039","38,941,541",Oct,2016
Croatia,"12,637,191","52,182,487",Nov,2016
Croatia,"39,132,016","49,977,675",Dec,2016
Croatia,"33,165,704","36,965,926",Jan,2017
Croatia,"51,885,504","38,714,955",Feb,2017
Croatia,"40,684,038","38,170,782",Mar,2017
Croatia,"34,811,345","33,117,974",Apr,2017
Croatia,"43,493,677","32,493,836",May,2017
Croatia,"23,545,438","36,731,414",Jun,2017
Croatia,"29,239,878","34,416,375",Jul,2017
Croatia,"52,499,394","26,038,288",Aug,2017
Croatia,"30,304,140","33,696,537",Sep,2017
Croatia,"50,703,645","31,304,391",Oct,2017
Croatia,"13,946,654","43,138,669",Nov,2017
Croatia,"42,223,587","51,357,147",Dec,2017
Croatia,"28,975,256","28,012,929",Jan,2018
Croatia,"37,006,883","37,259,196",Feb,2018
Croatia,"86,010,397","36,288,835",Mar,2018
Croatia,"38,606,114","45,572,233",Apr,2018
Croatia,"49,591,413","40,514,898",May,2018
Croatia,"46,975,077","31,410,739",Jun,2018
Croatia,"41,739,552","45,534,652",Jul,2018
Croatia,"55,562,865","35,648,530",Aug,2018
Croatia,"37,747,160","33,442,555",Sep,2018
Croatia,"29,368,177","49,493,498",Oct,2018
Croatia,"82,603,098","39,934,388",Nov,2018
Croatia,"81,050,004","41,387,270",Dec,2018
Croatia,"63,236,299","45,391,561",Jan,2019
Croatia,"95,391,591","31,364,716",Feb,2019
Croatia,"211,200,249","47,175,357",Mar,2019
Croatia,"41,655,486","76,141,836",Apr,2019
Croatia,"80,077,500","47,992,575",May,2019
Croatia,"24,029,380","46,476,837",Jun,2019
Croatia,"39,141,826","48,509,048",Jul,2019
Croatia,"27,544,115","34,256,042",Aug,2019
Croatia,"35,348,369","42,062,512",Sep,2019
Croatia,"28,571,732","43,409,602",Oct,2019
Croatia,"41,710,846","41,940,603",Nov,2019
Croatia,"22,954,699","43,776,830",Dec,2019
Croatia,"47,760,857","37,239,937",Jan,2020
Croatia,"18,979,747","33,741,299",Feb,2020
Croatia,"18,335,708","62,851,472",Mar,2020
Croatia,"26,026,027","41,711,296",Apr,2020
Croatia,"26,250,446","40,180,248",May,2020
Croatia,"50,069,891","39,430,725",Jun,2020
Croatia,"18,448,514","72,232,107",Jul,2020
Croatia,"19,862,499","48,963,440",Aug,2020
Croatia,"20,769,632","76,644,127",Sep,2020
Croatia,"11,628,268","47,339,894",Oct,2020
Croatia,"35,939,244","49,846,299",Nov,2020
Croatia,"22,189,917","50,859,101",Dec,2020
Croatia,"23,961,526","70,998,379",Jan,2021
Croatia,"35,619,376","75,572,093",Feb,2021
Croatia,"93,320,090","71,670,195",Mar,2021
Croatia,"43,835,953","65,475,827",Apr,2021
Croatia,"61,421,755","103,549,644",May,2021
Croatia,"69,124,645","74,696,415",Jun,2021
Croatia,"58,395,964","66,051,999",Jul,2021
Croatia,"59,790,681","60,002,735",Aug,2021
Croatia,"25,263,263","59,888,336",Sep,2021
Croatia,"37,307,256","68,393,260",Oct,2021
Croatia,"143,220,221","54,743,551",Nov,2021
Croatia,"79,443,236","46,554,833",Dec,2021
Croatia,"115,397,166","64,859,648",Jan,2022
Croatia,"152,981,881","72,812,519",Feb,2022
Croatia,"100,823,608","83,478,165",Mar,2022
Croatia,"123,385,386","72,544,578",Apr,2022
Croatia,"177,930,910","59,497,674",May,2022
Croatia,"141,202,171","57,295,254",Jun,2022
Croatia,"110,880,058","96,123,667",Jul,2022
Croatia,"187,842,245","63,310,192",Aug,2022
Croatia,"139,516,569","66,926,883",Sep,2022
Croatia,"63,167,099","69,687,812",Oct,2022
Croatia,"62,670,848","72,793,978",Nov,2022
Croatia,"89,748,405","81,033,529",Dec,2022
Croatia,"92,567,552","51,383,777",Jan,2023
Croatia,"78,809,645","74,216,891",Feb,2023
Croatia,"103,091,282","82,376,075",Mar,2023
Croatia,"32,725,821","49,362,674",Apr,2023
Croatia,"55,963,528","72,872,459",May,2023
Croatia,"44,319,703","102,129,198",Jun,2023
Croatia,"121,765,313","72,882,060",Jul,2023
Croatia,"143,350,146","60,211,024",Aug,2023
Croatia,"115,156,314","61,995,205",Sep,2023
Croatia,"44,282,344","75,792,745",Oct,2023
Croatia,"125,069,897","94,724,904",Nov,2023
Croatia,"43,857,553","102,456,559",Dec,2023
Cuba,"25,445,946",,Jan,2015
Cuba,"15,092,207",,Feb,2015
Cuba,"34,383,418",,Mar,2015
Cuba,"12,446,971",,Apr,2015
Cuba,"27,460,136",,May,2015
Cuba,"10,829,555",,Jun,2015
Cuba,"5,878,914",,Jul,2015
Cuba,"3,473,501",,Aug,2015
Cuba,"23,670,448",,Sep,2015
Cuba,"14,864,104",,Oct,2015
Cuba,"6,486,662",,Nov,2015
Cuba,"5,686,505",,Dec,2015
Cuba,"23,542,843",,Jan,2016
Cuba,"19,718,561",,Feb,2016
Cuba,"10,630,442",,Mar,2016
Cuba,"18,737,350",,Apr,2016
Cuba,"20,817,795",,May,2016
Cuba,"11,733,127",,Jun,2016
Cuba,"21,249,182",,Jul,2016
Cuba,"18,354,494",,Aug,2016
Cuba,"33,931,308",,Sep,2016
Cuba,"24,027,475",,Oct,2016
Cuba,"13,909,384",,Nov,2016
Cuba,"25,184,620",,Dec,2016
Cuba,"24,308,439",,Jan,2017
Cuba,"19,920,893",,Feb,2017
Cuba,"29,152,406",,Mar,2017
Cuba,"18,569,960",,Apr,2017
Cuba,"33,696,917",,May,2017
Cuba,"26,346,221",,Jun,2017
Cuba,"24,880,860",,Jul,2017
Cuba,"29,113,341",,Aug,2017
Cuba,"21,534,762",,Sep,2017
Cuba,"23,688,417",,Oct,2017
Cuba,"23,434,713",,Nov,2017
Cuba,"16,629,944",,Dec,2017
Cuba,"20,400,634",,Jan,2018
Cuba,"39,773,493",,Feb,2018
Cuba,"30,559,063",,Mar,2018
Cuba,"26,030,405",,Apr,2018
Cuba,"35,062,227",,May,2018
Cuba,"25,068,583",,Jun,2018
Cuba,"16,761,946","52,550",Jul,2018
Cuba,"16,360,183","775,000",Aug,2018
Cuba,"13,931,832","5,000",Sep,2018
Cuba,"11,619,182",,Oct,2018
Cuba,"16,804,862","73,550",Nov,2018
Cuba,"18,638,790","358,000",Dec,2018
Cuba,"33,099,123",,Jan,2019
Cuba,"29,289,432","503,387",Feb,2019
Cuba,"45,038,167","40,760",Mar,2019
Cuba,"18,044,927","68,017",Apr,2019
Cuba,"31,088,325","335,234",May,2019
Cuba,"19,831,407","22,345",Jun,2019
Cuba,"31,982,349","223,800",Jul,2019
Cuba,"33,063,462","387,000",Aug,2019
Cuba,"25,510,881","597,858",Sep,2019
Cuba,"4,609,216",,Oct,2019
Cuba,"7,584,138","368,430",Nov,2019
Cuba,"7,330,835","2,500",Dec,2019
Cuba,"14,498,273","167,500",Jan,2020
Cuba,"17,613,577","47,651",Feb,2020
Cuba,"17,300,400","97,095",Mar,2020
Cuba,"11,779,749","3,323,040",Apr,2020
Cuba,"17,061,807",,May,2020
Cuba,"9,501,446","10,050,000",Jun,2020
Cuba,"14,360,714",,Jul,2020
Cuba,"16,718,533","529,850",Aug,2020
Cuba,"17,679,232","129,113",Sep,2020
Cuba,"12,185,413",,Oct,2020
Cuba,"11,484,891","220,000",Nov,2020
Cuba,"16,492,941","332,200",Dec,2020
Cuba,"19,445,391",,Jan,2021
Cuba,"21,409,605","1,316,598",Feb,2021
Cuba,"28,906,903","175,000",Mar,2021
Cuba,"32,708,861","103,127",Apr,2021
Cuba,"31,532,901","24,500",May,2021
Cuba,"28,786,052","37,000",Jun,2021
Cuba,"20,394,498",,Jul,2021
Cuba,"28,943,284","315,383",Aug,2021
Cuba,"23,184,938",,Sep,2021
Cuba,"30,029,549","416,200",Oct,2021
Cuba,"29,760,376","480,529",Nov,2021
Cuba,"31,889,854","22,800",Dec,2021
Cuba,"22,325,204","118,000",Jan,2022
Cuba,"30,433,991","279,500",Feb,2022
Cuba,"26,802,324","823,393",Mar,2022
Cuba,"15,491,454","1,425,600",Apr,2022
Cuba,"30,628,044","1,679,000",May,2022
Cuba,"27,923,730","428,000",Jun,2022
Cuba,"26,774,361","35,000",Jul,2022
Cuba,"33,991,166",,Aug,2022
Cuba,"39,990,148",,Sep,2022
Cuba,"32,318,323","442,500",Oct,2022
Cuba,"41,197,698","337,500",Nov,2022
Cuba,"43,868,408","8,500",Dec,2022
Cuba,"33,651,342","112,500",Jan,2023
Cuba,"27,477,054","120,000",Feb,2023
Cuba,"26,855,347","609,298",Mar,2023
Cuba,"22,511,846","695,000",Apr,2023
Cuba,"32,290,121","518,833",May,2023
Cuba,"41,233,374","6,500",Jun,2023
Cuba,"38,617,795","103,616",Jul,2023
Cuba,"45,237,428","620,917",Aug,2023
Cuba,"27,049,025","675,000",Sep,2023
Cuba,"21,430,257","585,000",Oct,2023
Cuba,"35,160,252","21,000",Nov,2023
Cuba,"52,503,759","17,000",Dec,2023
Curacao,"26,235,727","8,442,162",Jan,2015
Curacao,"44,473,821","26,849,697",Feb,2015
Curacao,"60,215,240","49,918,051",Mar,2015
Curacao,"76,495,716","50,682,369",Apr,2015
Curacao,"68,274,746","17,212,259",May,2015
Curacao,"28,306,023","43,857,532",Jun,2015
Curacao,"42,121,509","29,293,175",Jul,2015
Curacao,"26,231,239","23,270,848",Aug,2015
Curacao,"26,063,493","24,361,575",Sep,2015
Curacao,"46,197,933","26,006,949",Oct,2015
Curacao,"47,909,635","14,429,963",Nov,2015
Curacao,"28,732,231","20,904,529",Dec,2015
Curacao,"45,930,441","9,773,617",Jan,2016
Curacao,"55,047,031","21,948,650",Feb,2016
Curacao,"122,452,068","24,422,206",Mar,2016
Curacao,"168,131,526","18,766,842",Apr,2016
Curacao,"134,782,967","17,548,463",May,2016
Curacao,"58,131,963","19,984,168",Jun,2016
Curacao,"28,753,363","20,709,023",Jul,2016
Curacao,"48,704,703","25,248,709",Aug,2016
Curacao,"52,319,620","20,578,887",Sep,2016
Curacao,"34,761,161","18,568,604",Oct,2016
Curacao,"30,029,286","38,742,063",Nov,2016
Curacao,"97,826,691","24,611,001",Dec,2016
Curacao,"39,256,574","18,443,092",Jan,2017
Curacao,"91,438,901","23,865,434",Feb,2017
Curacao,"70,718,817","21,935,426",Mar,2017
Curacao,"33,777,209","15,754,032",Apr,2017
Curacao,"77,291,461","15,765,056",May,2017
Curacao,"48,650,196","15,638,869",Jun,2017
Curacao,"74,484,813","6,123,179",Jul,2017
Curacao,"53,385,498","18,043,445",Aug,2017
Curacao,"23,871,996","3,067,132",Sep,2017
Curacao,"27,209,388","7,518,351",Oct,2017
Curacao,"27,368,218","2,193,254",Nov,2017
Curacao,"136,551,746","2,266,558",Dec,2017
Curacao,"109,089,779","4,402,465",Jan,2018
Curacao,"126,927,583","41,949,304",Feb,2018
Curacao,"59,691,795","8,501,598",Mar,2018
Curacao,"104,276,222","3,767,040",Apr,2018
Curacao,"97,559,777","3,083,920",May,2018
Curacao,"31,273,056","2,123,943",Jun,2018
Curacao,"19,510,530","7,034,834",Jul,2018
Curacao,"54,553,864","3,832,377",Aug,2018
Curacao,"41,222,715","4,541,876",Sep,2018
Curacao,"21,354,608","10,061,604",Oct,2018
Curacao,"22,503,075","8,333,033",Nov,2018
Curacao,"40,910,498","7,438,138",Dec,2018
Curacao,"28,315,158","9,474,375",Jan,2019
Curacao,"25,255,350","10,489,129",Feb,2019
Curacao,"26,397,038","4,121,715",Mar,2019
Curacao,"32,999,037","6,817,166",Apr,2019
Curacao,"18,130,689","6,201,765",May,2019
Curacao,"43,333,899","3,884,573",Jun,2019
Curacao,"18,979,204","3,738,421",Jul,2019
Curacao,"51,177,284","3,453,789",Aug,2019
Curacao,"34,680,668","5,147,901",Sep,2019
Curacao,"44,487,831","6,718,590",Oct,2019
Curacao,"34,941,100","7,953,675",Nov,2019
Curacao,"51,282,949","3,460,532",Dec,2019
Curacao,"16,216,784","3,430,462",Jan,2020
Curacao,"50,052,679","4,813,774",Feb,2020
Curacao,"48,184,951","1,637,907",Mar,2020
Curacao,"12,168,663","95,285",Apr,2020
Curacao,"22,739,359","1,820,446",May,2020
Curacao,"17,827,466","1,546,672",Jun,2020
Curacao,"18,571,560","888,932",Jul,2020
Curacao,"45,534,725","3,832,847",Aug,2020
Curacao,"27,737,758","1,388,306",Sep,2020
Curacao,"47,358,438","3,007,996",Oct,2020
Curacao,"16,256,314","2,011,134",Nov,2020
Curacao,"27,290,999","3,382,991",Dec,2020
Curacao,"23,783,270","3,233,334",Jan,2021
Curacao,"19,790,232","754,434",Feb,2021
Curacao,"19,279,381","3,413,852",Mar,2021
Curacao,"43,120,149","431,651",Apr,2021
Curacao,"45,288,547","2,823,305",May,2021
Curacao,"33,562,194","3,810,706",Jun,2021
Curacao,"22,217,347","3,829,186",Jul,2021
Curacao,"23,677,674","7,489,281",Aug,2021
Curacao,"16,986,151","1,233,930",Sep,2021
Curacao,"33,363,377","6,178,827",Oct,2021
Curacao,"31,060,793","4,510,590",Nov,2021
Curacao,"30,271,457","3,536,957",Dec,2021
Curacao,"58,281,659","695,323",Jan,2022
Curacao,"19,851,718","3,060,964",Feb,2022
Curacao,"45,580,052","1,126,482",Mar,2022
Curacao,"69,601,869","6,204,291",Apr,2022
Curacao,"64,522,058","726,996",May,2022
Curacao,"22,384,069","4,650,259",Jun,2022
Curacao,"54,693,012","1,731,568",Jul,2022
Curacao,"20,546,690","19,662,593",Aug,2022
Curacao,"61,063,767","1,927,185",Sep,2022
Curacao,"49,915,620","4,790,695",Oct,2022
Curacao,"22,664,507","954,779",Nov,2022
Curacao,"36,270,171","2,123,925",Dec,2022
Curacao,"39,535,659","4,120,529",Jan,2023
Curacao,"30,534,320","7,974,142",Feb,2023
Curacao,"38,401,105","2,277,347",Mar,2023
Curacao,"31,276,845","3,960,870",Apr,2023
Curacao,"43,610,375","1,856,689",May,2023
Curacao,"37,272,920","2,029,168",Jun,2023
Curacao,"74,862,105","3,731,585",Jul,2023
Curacao,"32,320,168","3,144,326",Aug,2023
Curacao,"43,520,609","3,134,408",Sep,2023
Curacao,"31,454,294","2,135,500",Oct,2023
Curacao,"47,426,464","1,175,186",Nov,2023
Curacao,"62,949,310","3,787,943",Dec,2023
Cyprus,"7,125,232","3,490,476",Jan,2015
Cyprus,"5,799,472","1,569,459",Feb,2015
Cyprus,"32,229,120","2,366,558",Mar,2015
Cyprus,"7,564,639","1,570,920",Apr,2015
Cyprus,"8,650,960","2,985,685",May,2015
Cyprus,"9,045,999","2,139,429",Jun,2015
Cyprus,"5,375,977","3,016,121",Jul,2015
Cyprus,"4,280,526","2,130,495",Aug,2015
Cyprus,"7,579,626","4,754,974",Sep,2015
Cyprus,"5,523,224","2,266,998",Oct,2015
Cyprus,"3,109,466","2,932,301",Nov,2015
Cyprus,"5,552,494","2,764,804",Dec,2015
Cyprus,"3,484,003","2,011,393",Jan,2016
Cyprus,"3,510,950","5,908,816",Feb,2016
Cyprus,"14,359,923","11,571,455",Mar,2016
Cyprus,"25,166,721","3,494,000",Apr,2016
Cyprus,"4,962,016","1,888,607",May,2016
Cyprus,"7,481,617","4,004,372",Jun,2016
Cyprus,"5,905,968","4,782,352",Jul,2016
Cyprus,"3,695,227","5,051,483",Aug,2016
Cyprus,"22,611,919","5,058,774",Sep,2016
Cyprus,"7,765,595","2,830,256",Oct,2016
Cyprus,"5,670,730","4,489,612",Nov,2016
Cyprus,"77,888,823","2,245,101",Dec,2016
Cyprus,"4,725,121","4,448,388",Jan,2017
Cyprus,"6,955,694","9,004,267",Feb,2017
Cyprus,"12,163,624","5,012,362",Mar,2017
Cyprus,"5,966,273","1,777,570",Apr,2017
Cyprus,"9,565,978","2,229,838",May,2017
Cyprus,"5,493,177","3,350,212",Jun,2017
Cyprus,"4,360,267","7,953,047",Jul,2017
Cyprus,"5,722,345","4,500,185",Aug,2017
Cyprus,"3,176,825","1,553,622",Sep,2017
Cyprus,"7,390,950","2,146,104",Oct,2017
Cyprus,"7,236,868","2,953,499",Nov,2017
Cyprus,"9,648,444","2,455,950",Dec,2017
Cyprus,"7,629,338","6,211,588",Jan,2018
Cyprus,"6,556,868","5,254,486",Feb,2018
Cyprus,"11,368,742","10,976,971",Mar,2018
Cyprus,"13,382,929","6,421,006",Apr,2018
Cyprus,"7,964,057","5,341,350",May,2018
Cyprus,"4,494,255","7,672,301",Jun,2018
Cyprus,"16,067,014","6,743,560",Jul,2018
Cyprus,"20,712,524","3,444,657",Aug,2018
Cyprus,"20,026,661","4,343,245",Sep,2018
Cyprus,"5,931,703","4,286,031",Oct,2018
Cyprus,"11,081,173","4,772,222",Nov,2018
Cyprus,"7,060,175","1,998,308",Dec,2018
Cyprus,"7,185,487","4,936,292",Jan,2019
Cyprus,"69,318,724","2,249,332",Feb,2019
Cyprus,"6,655,253","4,703,022",Mar,2019
Cyprus,"5,454,497","5,142,218",Apr,2019
Cyprus,"7,942,512","4,725,867",May,2019
Cyprus,"5,351,838","4,560,830",Jun,2019
Cyprus,"5,155,481","4,061,303",Jul,2019
Cyprus,"6,840,362","3,847,194",Aug,2019
Cyprus,"64,316,984","8,205,513",Sep,2019
Cyprus,"6,135,651","17,647,586",Oct,2019
Cyprus,"12,310,426","3,787,509",Nov,2019
Cyprus,"7,736,706","8,135,824",Dec,2019
Cyprus,"6,610,774","9,711,851",Jan,2020
Cyprus,"17,082,882","3,491,966",Feb,2020
Cyprus,"12,270,694","3,536,290",Mar,2020
Cyprus,"3,685,695","5,368,081",Apr,2020
Cyprus,"7,235,945","2,147,199",May,2020
Cyprus,"4,954,740","8,964,017",Jun,2020
Cyprus,"8,611,807","5,635,159",Jul,2020
Cyprus,"7,288,729","4,041,877",Aug,2020
Cyprus,"5,804,630","2,216,879",Sep,2020
Cyprus,"6,903,570","4,459,232",Oct,2020
Cyprus,"3,510,316","2,909,509",Nov,2020
Cyprus,"19,010,078","6,905,306",Dec,2020
Cyprus,"16,330,019","4,673,072",Jan,2021
Cyprus,"3,125,687","1,740,749",Feb,2021
Cyprus,"48,032,146","5,206,643",Mar,2021
Cyprus,"6,689,971","4,630,909",Apr,2021
Cyprus,"8,784,678","3,781,516",May,2021
Cyprus,"7,192,212","4,919,837",Jun,2021
Cyprus,"53,583,326","11,468,291",Jul,2021
Cyprus,"4,657,660","4,158,372",Aug,2021
Cyprus,"5,439,785","2,343,467",Sep,2021
Cyprus,"76,991,383","4,228,177",Oct,2021
Cyprus,"11,228,568","9,930,752",Nov,2021
Cyprus,"7,927,863","8,401,557",Dec,2021
Cyprus,"7,399,371","11,090,146",Jan,2022
Cyprus,"8,139,300","5,478,148",Feb,2022
Cyprus,"8,271,116","9,671,322",Mar,2022
Cyprus,"8,041,691","3,249,685",Apr,2022
Cyprus,"7,816,396","6,028,457",May,2022
Cyprus,"9,574,787","11,665,262",Jun,2022
Cyprus,"8,057,170","3,603,113",Jul,2022
Cyprus,"18,296,405","5,397,874",Aug,2022
Cyprus,"6,667,235","2,898,952",Sep,2022
Cyprus,"8,162,787","5,759,521",Oct,2022
Cyprus,"18,365,551","3,920,891",Nov,2022
Cyprus,"11,522,206","3,943,746",Dec,2022
Cyprus,"17,969,023","4,237,106",Jan,2023
Cyprus,"8,962,083","1,297,946",Feb,2023
Cyprus,"9,964,591","3,885,416",Mar,2023
Cyprus,"7,659,611","4,336,193",Apr,2023
Cyprus,"70,490,687","3,614,176",May,2023
Cyprus,"22,501,604","2,895,921",Jun,2023
Cyprus,"7,605,053","3,697,228",Jul,2023
Cyprus,"11,475,497","10,679,442",Aug,2023
Cyprus,"10,522,477","7,598,529",Sep,2023
Cyprus,"7,290,530","4,608,787",Oct,2023
Cyprus,"8,021,105","2,649,353",Nov,2023
Cyprus,"5,834,352","3,030,356",Dec,2023
Czech Republic,"173,641,788","373,527,298",Jan,2015
Czech Republic,"149,675,051","347,077,343",Feb,2015
Czech Republic,"174,607,002","389,864,775",Mar,2015
Czech Republic,"158,425,757","381,286,216",Apr,2015
Czech Republic,"171,616,991","373,254,560",May,2015
Czech Republic,"165,932,637","402,624,031",Jun,2015
Czech Republic,"142,544,780","388,245,682",Jul,2015
Czech Republic,"157,902,125","357,052,029",Aug,2015
Czech Republic,"182,540,855","385,407,612",Sep,2015
Czech Republic,"162,019,955","382,223,758",Oct,2015
Czech Republic,"183,654,544","326,309,202",Nov,2015
Czech Republic,"154,480,781","382,266,468",Dec,2015
Czech Republic,"182,730,905","311,012,074",Jan,2016
Czech Republic,"181,194,625","356,071,065",Feb,2016
Czech Republic,"164,266,089","410,052,859",Mar,2016
Czech Republic,"186,590,005","375,659,831",Apr,2016
Czech Republic,"176,311,485","385,894,424",May,2016
Czech Republic,"181,473,236","386,921,073",Jun,2016
Czech Republic,"129,463,171","358,389,253",Jul,2016
Czech Republic,"139,850,788","373,572,424",Aug,2016
Czech Republic,"136,722,184","372,911,279",Sep,2016
Czech Republic,"147,186,106","378,616,337",Oct,2016
Czech Republic,"180,513,932","352,378,893",Nov,2016
Czech Republic,"159,578,317","339,110,552",Dec,2016
Czech Republic,"163,175,825","323,946,553",Jan,2017
Czech Republic,"172,847,588","332,766,844",Feb,2017
Czech Republic,"176,349,395","386,077,068",Mar,2017
Czech Republic,"172,842,908","354,192,252",Apr,2017
Czech Republic,"163,312,074","371,834,768",May,2017
Czech Republic,"186,479,513","416,777,191",Jun,2017
Czech Republic,"167,664,701","369,686,810",Jul,2017
Czech Republic,"161,780,787","402,946,458",Aug,2017
Czech Republic,"200,269,070","402,448,789",Sep,2017
Czech Republic,"268,654,233","414,539,747",Oct,2017
Czech Republic,"233,219,468","411,384,422",Nov,2017
Czech Republic,"205,408,102","401,682,892",Dec,2017
Czech Republic,"244,402,331","392,972,697",Jan,2018
Czech Republic,"203,876,814","373,549,779",Feb,2018
Czech Republic,"277,493,334","444,326,210",Mar,2018
Czech Republic,"251,811,534","423,257,646",Apr,2018
Czech Republic,"344,436,785","422,365,104",May,2018
Czech Republic,"272,990,199","444,377,841",Jun,2018
Czech Republic,"208,398,837","404,685,363",Jul,2018
Czech Republic,"225,309,729","421,441,763",Aug,2018
Czech Republic,"305,912,602","392,645,762",Sep,2018
Czech Republic,"267,825,192","447,218,649",Oct,2018
Czech Republic,"217,349,504","404,563,244",Nov,2018
Czech Republic,"183,474,959","422,397,958",Dec,2018
Czech Republic,"244,851,398","406,148,046",Jan,2019
Czech Republic,"279,182,804","401,561,114",Feb,2019
Czech Republic,"260,024,284","480,943,395",Mar,2019
Czech Republic,"252,854,546","475,970,336",Apr,2019
Czech Republic,"206,448,426","448,059,333",May,2019
Czech Republic,"232,474,600","444,276,594",Jun,2019
Czech Republic,"218,613,253","486,005,456",Jul,2019
Czech Republic,"216,715,509","490,405,453",Aug,2019
Czech Republic,"211,491,321","475,563,025",Sep,2019
Czech Republic,"230,608,048","519,882,945",Oct,2019
Czech Republic,"224,495,411","437,311,640",Nov,2019
Czech Republic,"212,836,245","456,974,706",Dec,2019
Czech Republic,"258,609,991","437,905,257",Jan,2020
Czech Republic,"254,566,691","433,152,892",Feb,2020
Czech Republic,"262,034,493","512,092,430",Mar,2020
Czech Republic,"242,222,455","435,316,714",Apr,2020
Czech Republic,"236,736,035","393,269,269",May,2020
Czech Republic,"193,732,397","427,534,090",Jun,2020
Czech Republic,"206,286,249","473,478,221",Jul,2020
Czech Republic,"222,498,368","425,445,185",Aug,2020
Czech Republic,"205,251,846","494,538,070",Sep,2020
Czech Republic,"300,237,395","451,511,885",Oct,2020
Czech Republic,"299,829,221","491,865,358",Nov,2020
Czech Republic,"290,744,606","556,786,707",Dec,2020
Czech Republic,"233,115,050","407,385,013",Jan,2021
Czech Republic,"249,304,953","417,302,782",Feb,2021
Czech Republic,"296,299,203","517,140,514",Mar,2021
Czech Republic,"319,066,875","553,299,806",Apr,2021
Czech Republic,"269,274,468","541,899,001",May,2021
Czech Republic,"291,223,809","512,204,204",Jun,2021
Czech Republic,"328,945,273","597,317,139",Jul,2021
Czech Republic,"354,469,967","540,757,411",Aug,2021
Czech Republic,"290,391,177","554,861,073",Sep,2021
Czech Republic,"388,243,743","509,350,781",Oct,2021
Czech Republic,"320,693,546","613,763,445",Nov,2021
Czech Republic,"320,431,189","588,371,936",Dec,2021
Czech Republic,"218,927,913","514,924,490",Jan,2022
Czech Republic,"254,168,180","505,594,030",Feb,2022
Czech Republic,"312,908,091","661,757,325",Mar,2022
Czech Republic,"342,808,011","596,823,275",Apr,2022
Czech Republic,"333,598,649","645,498,039",May,2022
Czech Republic,"297,452,907","678,374,556",Jun,2022
Czech Republic,"330,566,687","676,894,348",Jul,2022
Czech Republic,"314,390,427","597,443,137",Aug,2022
Czech Republic,"345,093,460","690,901,404",Sep,2022
Czech Republic,"338,120,075","678,871,138",Oct,2022
Czech Republic,"347,161,417","624,554,890",Nov,2022
Czech Republic,"340,187,703","620,380,275",Dec,2022
Czech Republic,"358,234,716","605,190,187",Jan,2023
Czech Republic,"289,038,843","567,328,031",Feb,2023
Czech Republic,"391,206,748","644,647,436",Mar,2023
Czech Republic,"325,020,836","606,664,157",Apr,2023
Czech Republic,"426,249,224","653,191,150",May,2023
Czech Republic,"382,861,084","651,195,710",Jun,2023
Czech Republic,"358,262,399","621,710,225",Jul,2023
Czech Republic,"533,669,263","603,824,486",Aug,2023
Czech Republic,"381,709,307","582,677,662",Sep,2023
Czech Republic,"328,403,701","667,271,214",Oct,2023
