Commodity,date,Year,month_num,export_value,import_value
333248 All Other Industrial Machinery Manufacturing,2023-07-01,2023,7,476989303,945917704
333248 All Other Industrial Machinery Manufacturing,2023-08-01,2023,8,483535073,998260690
333248 All Other Industrial Machinery Manufacturing,2023-09-01,2023,9,486646209,983995354
333248 All Other Industrial Machinery Manufacturing,2023-10-01,2023,10,574759420,993947827
333248 All Other Industrial Machinery Manufacturing,2023-11-01,2023,11,479284638,962992607
333248 All Other Industrial Machinery Manufacturing,2023-12-01,2023,12,450856030,946913138
333310 Commercial And Service Industry Machinery Manufac,2023-01-01,2023,1,939865916,1261366094
333310 Commercial And Service Industry Machinery Manufac,2023-02-01,2023,2,964147872,1123544013
333310 Commercial And Service Industry Machinery Manufac,2023-03-01,2023,3,1290791790,1302143997
333310 Commercial And Service Industry Machinery Manufac,2023-04-01,2023,4,1075091580,1313169812
333310 Commercial And Service Industry Machinery Manufac,2023-05-01,2023,5,1095840190,1390951543
333310 Commercial And Service Industry Machinery Manufac,2023-06-01,2023,6,1250770364,1276673057
333310 Commercial And Service Industry Machinery Manufac,2023-07-01,2023,7,966340072,1224181887
333310 Commercial And Service Industry Machinery Manufac,2023-08-01,2023,8,1038262915,1248109076
333310 Commercial And Service Industry Machinery Manufac,2023-09-01,2023,9,1107501522,1230816667
333310 Commercial And Service Industry Machinery Manufac,2023-10-01,2023,10,1078430409,1244859544
333310 Commercial And Service Industry Machinery Manufac,2023-11-01,2023,11,1132878579,1385264933
333310 Commercial And Service Industry Machinery Manufac,2023-12-01,2023,12,1518501911,1227873028
333998 All Other Miscellaneous General Purpose Mach Manuf,2023-01-01,2023,1,1272921241,1501675819
333998 All Other Miscellaneous General Purpose Mach Manuf,2023-02-01,2023,2,1265919271,1344072407
333998 All Other Miscellaneous General Purpose Mach Manuf,2023-03-01,2023,3,1490534514,1626846572
333998 All Other Miscellaneous General Purpose Mach Manuf,2023-04-01,2023,4,1336578914,1449973516
333998 All Other Miscellaneous General Purpose Mach Manuf,2023-05-01,2023,5,1313654684,1587795373
333998 All Other Miscellaneous General Purpose Mach Manuf,2023-06-01,2023,6,1393366525,1662803251
333998 All Other Miscellaneous General Purpose Mach Manuf,2023-07-01,2023,7,1249389619,1515084731
333998 All Other Miscellaneous General Purpose Mach Manuf,2023-08-01,2023,8,1390371913,1640785072
333998 All Other Miscellaneous General Purpose Mach Manuf,2023-09-01,2023,9,1333940447,1669208153
333998 All Other Miscellaneous General Purpose Mach Manuf,2023-10-01,2023,10,1399748258,1720909580
333998 All Other Miscellaneous General Purpose Mach Manuf,2023-11-01,2023,11,1275967639,1736382713
333998 All Other Miscellaneous General Purpose Mach Manuf,2023-12-01,2023,12,1359986836,1804134808
334610 Manufac And Reproducing Magnetic And Optical Media,2023-01-01,2023,1,588505163,906937910
334610 Manufac And Reproducing Magnetic And Optical Media,2023-02-01,2023,2,540394696,745917839
334610 Manufac And Reproducing Magnetic And Optical Media,2023-03-01,2023,3,546148942,1050103910
334610 Manufac And Reproducing Magnetic And Optical Media,2023-04-01,2023,4,501580281,856635022
334610 Manufac And Reproducing Magnetic And Optical Media,2023-05-01,2023,5,546212032,883709364
334610 Manufac And Reproducing Magnetic And Optical Media,2023-06-01,2023,6,526919696,960063156
334610 Manufac And Reproducing Magnetic And Optical Media,2023-07-01,2023,7,560193383,812087523
334610 Manufac And Reproducing Magnetic And Optical Media,2023-08-01,2023,8,578385745,943554630
334610 Manufac And Reproducing Magnetic And Optical Media,2023-09-01,2023,9,578595652,999370069
334610 Manufac And Reproducing Magnetic And Optical Media,2023-10-01,2023,10,689198318,1008465015
334610 Manufac And Reproducing Magnetic And Optical Media,2023-11-01,2023,11,589237067,882719661
334610 Manufac And Reproducing Magnetic And Optical Media,2023-12-01,2023,12,503038557,953227116
33513 Lighting Fixtures,2023-01-01,2023,1,187393517,1014735853
33513 Lighting Fixtures,2023-02-01,2023,2,186927074,885452846
33513 Lighting Fixtures,2023-03-01,2023,3,209584284,822777575
33513 Lighting Fixtures,2023-04-01,2023,4,191806789,934961819
33513 Lighting Fixtures,2023-05-01,2023,5,199453642,1019518241
33513 Lighting Fixtures,2023-06-01,2023,6,206358465,1070169415
33513 Lighting Fixtures,2023-07-01,2023,7,187803974,1148435453
33513 Lighting Fixtures,2023-08-01,2023,8,198796071,1295073198
33513 Lighting Fixtures,2023-09-01,2023,9,191178801,1094513257
33513 Lighting Fixtures,2023-10-01,2023,10,200202957,1122585540
33513 Lighting Fixtures,2023-11-01,2023,11,199088046,912372700
33513 Lighting Fixtures,2023-12-01,2023,12,182939312,904712980
335131 Residential Elec Lighting Fixture Manufacturing,2023-01-01,2023,1,16075363,200416769
335131 Residential Elec Lighting Fixture Manufacturing,2023-02-01,2023,2,16379899,148059701
335131 Residential Elec Lighting Fixture Manufacturing,2023-03-01,2023,3,20477185,104134029
335131 Residential Elec Lighting Fixture Manufacturing,2023-04-01,2023,4,18705192,143776867
335131 Residential Elec Lighting Fixture Manufacturing,2023-05-01,2023,5,14953670,159903056
335131 Residential Elec Lighting Fixture Manufacturing,2023-06-01,2023,6,19827914,170016226
335131 Residential Elec Lighting Fixture Manufacturing,2023-07-01,2023,7,18012847,157320558
335131 Residential Elec Lighting Fixture Manufacturing,2023-08-01,2023,8,20222627,171220991
335131 Residential Elec Lighting Fixture Manufacturing,2023-09-01,2023,9,17007033,152614346
335131 Residential Elec Lighting Fixture Manufacturing,2023-10-01,2023,10,17643535,159530359
335131 Residential Elec Lighting Fixture Manufacturing,2023-11-01,2023,11,22651733,158479356
335131 Residential Elec Lighting Fixture Manufacturing,2023-12-01,2023,12,17081764,164814249
"335132 Commercial,indust,institut Elec Light Fixture Manu",2023-01-01,2023,1,51669858,253954028
"335132 Commercial,indust,institut Elec Light Fixture Manu",2023-02-01,2023,2,50453340,231530752
"335132 Commercial,indust,institut Elec Light Fixture Manu",2023-03-01,2023,3,55849176,248045191
"335132 Commercial,indust,institut Elec Light Fixture Manu",2023-04-01,2023,4,52619585,243230232
"335132 Commercial,indust,institut Elec Light Fixture Manu",2023-05-01,2023,5,53422858,260740678
"335132 Commercial,indust,institut Elec Light Fixture Manu",2023-06-01,2023,6,54405190,269834549
"335132 Commercial,indust,institut Elec Light Fixture Manu",2023-07-01,2023,7,49717672,257902683
"335132 Commercial,indust,institut Elec Light Fixture Manu",2023-08-01,2023,8,52123388,266278765
"335132 Commercial,indust,institut Elec Light Fixture Manu",2023-09-01,2023,9,46848654,238737317
"335132 Commercial,indust,institut Elec Light Fixture Manu",2023-10-01,2023,10,52915221,307408148
"335132 Commercial,indust,institut Elec Light Fixture Manu",2023-11-01,2023,11,51153054,243594445
"335132 Commercial,indust,institut Elec Light Fixture Manu",2023-12-01,2023,12,51327917,238511979
335139 Electric Lamp Bulb And Other Light Equipment Manuf,2023-01-01,2023,1,119648296,560365056
335139 Electric Lamp Bulb And Other Light Equipment Manuf,2023-02-01,2023,2,120093835,505862393
335139 Electric Lamp Bulb And Other Light Equipment Manuf,2023-03-01,2023,3,133257923,470598355
335139 Electric Lamp Bulb And Other Light Equipment Manuf,2023-04-01,2023,4,120482012,547954720
335139 Electric Lamp Bulb And Other Light Equipment Manuf,2023-05-01,2023,5,131077114,598874507
335139 Electric Lamp Bulb And Other Light Equipment Manuf,2023-06-01,2023,6,132125361,630318640
335139 Electric Lamp Bulb And Other Light Equipment Manuf,2023-07-01,2023,7,120073455,733212212
335139 Electric Lamp Bulb And Other Light Equipment Manuf,2023-08-01,2023,8,126450056,857573442
335139 Electric Lamp Bulb And Other Light Equipment Manuf,2023-09-01,2023,9,127323114,703161594
335139 Electric Lamp Bulb And Other Light Equipment Manuf,2023-10-01,2023,10,129644201,655647033
335139 Electric Lamp Bulb And Other Light Equipment Manuf,2023-11-01,2023,11,125283259,510298899
335139 Electric Lamp Bulb And Other Light Equipment Manuf,2023-12-01,2023,12,114529631,501386752
335910 Battery Manufacturing,2023-01-01,2023,1,419853436,2989603406
335910 Battery Manufacturing,2023-02-01,2023,2,456679968,2405614209
335910 Battery Manufacturing,2023-03-01,2023,3,545046037,2507411374
335910 Battery Manufacturing,2023-04-01,2023,4,440301706,2398862817
335910 Battery Manufacturing,2023-05-01,2023,5,517982576,2601227696
335910 Battery Manufacturing,2023-06-01,2023,6,516281096,2332010641
335910 Battery Manufacturing,2023-07-01,2023,7,457406775,2353979107
335910 Battery Manufacturing,2023-08-01,2023,8,542691111,2389642446
335910 Battery Manufacturing,2023-09-01,2023,9,532459670,2444161304
335910 Battery Manufacturing,2023-10-01,2023,10,717681948,2444658644
335910 Battery Manufacturing,2023-11-01,2023,11,609675760,2867053557
335910 Battery Manufacturing,2023-12-01,2023,12,622621891,2851581673
336110 Automobile And Light Duty Motor Vehicle Manufac,2023-01-01,2023,1,4557302909,16827509826
336110 Automobile And Light Duty Motor Vehicle Manufac,2023-02-01,2023,2,4891385129,16117977155
336110 Automobile And Light Duty Motor Vehicle Manufac,2023-03-01,2023,3,6130598432,18876048457
336110 Automobile And Light Duty Motor Vehicle Manufac,2023-04-01,2023,4,5341980036,18453822716
336110 Automobile And Light Duty Motor Vehicle Manufac,2023-05-01,2023,5,6498061580,18685127356
336110 Automobile And Light Duty Motor Vehicle Manufac,2023-06-01,2023,6,5872438871,20499005831
336110 Automobile And Light Duty Motor Vehicle Manufac,2023-07-01,2023,7,6303440224,20081986171
336110 Automobile And Light Duty Motor Vehicle Manufac,2023-08-01,2023,8,6265446737,19914884146
336110 Automobile And Light Duty Motor Vehicle Manufac,2023-09-01,2023,9,6227001508,20221083366
336110 Automobile And Light Duty Motor Vehicle Manufac,2023-10-01,2023,10,6111882985,21580003911
336110 Automobile And Light Duty Motor Vehicle Manufac,2023-11-01,2023,11,5522710001,21168844237
336110 Automobile And Light Duty Motor Vehicle Manufac,2023-12-01,2023,12,4898321370,22620950313
"337126 Household Furniture (exc Wood, Upholstered) Manuf",2023-01-01,2023,1,38264865,449797627
"337126 Household Furniture (exc Wood, Upholstered) Manuf",2023-02-01,2023,2,37542099,398042453
"337126 Household Furniture (exc Wood, Upholstered) Manuf",2023-03-01,2023,3,47841846,337560908
"337126 Household Furniture (exc Wood, Upholstered) Manuf",2023-04-01,2023,4,44507614,348780336
"337126 Household Furniture (exc Wood, Upholstered) Manuf",2023-05-01,2023,5,49574052,307612055
"337126 Household Furniture (exc Wood, Upholstered) Manuf",2023-06-01,2023,6,52651291,273609924
"337126 Household Furniture (exc Wood, Upholstered) Manuf",2023-07-01,2023,7,45637751,268388382
"337126 Household Furniture (exc Wood, Upholstered) Manuf",2023-08-01,2023,8,47029782,270921102
"337126 Household Furniture (exc Wood, Upholstered) Manuf",2023-09-01,2023,9,47117694,245934657
"337126 Household Furniture (exc Wood, Upholstered) Manuf",2023-10-01,2023,10,46402978,292567653
"337126 Household Furniture (exc Wood, Upholstered) Manuf",2023-11-01,2023,11,44491919,317268255
"337126 Household Furniture (exc Wood, Upholstered) Manuf",2023-12-01,2023,12,37732680,363763271
