Commodity,flow,mu,sd
314910 Textile Bags & Canvas,export,16.98109593283811,0.21737374023447426
314910 Textile Bags & Canvas,import,18.933149630350144,0.19336350498862542
31499 All Other Textile Products,export,18.528208751360033,0.1332829396872157
31499 All Other Textile Products,import,20.087113399309647,0.440979361276998
"314994 Rope, Cordage, Twine, Tire Cord, & Tire Fabric",export,17.152165424214257,0.13621452229152997
"314994 Rope, Cordage, Twine, Tire Cord, & Tire Fabric",import,18.470692222858553,0.15923988922334434
314999 All Other Miscellaneous Textile Products,export,18.232071939123387,0.16535716991367536
314999 All Other Miscellaneous Textile Products,import,19.842378616723288,0.5038553597138815
315 Apparel & Accessories,export,19.945850118228293,0.18802069520434758
315 Apparel & Accessories,import,22.682547123514954,0.18047713586119138
3151 Knit Apparel,export,17.27750774322868,0.6041833079655282
3151 Knit Apparel,import,19.311730717666862,0.3332529076410698
3152 Apparel,export,19.768524973000574,0.19973157397057853
3152 Apparel,import,22.576080847045063,0.19613666598374221
3159 Apparel Accessories,export,17.409907788537534,0.28543647208056927
3159 Apparel Accessories,import,19.90772441730865,0.22918241616777457
31599 Apparel Accessories,export,17.409907788537534,0.28543647208056927
31599 Apparel Accessories,import,19.90772441730865,0.22918241616777457
315990 Apparel Accessories & Other Apparel,export,17.409907788537534,0.28543647208056927
315990 Apparel Accessories & Other Apparel,import,19.90772441730865,0.22918241616777457
316 Leather & Allied Products,export,19.62361507339914,0.18880098050241714
316 Leather & Allied Products,import,21.895345230731625,0.18586016921898874
3161 Leather & Hide Tanning,export,18.074665068782245,0.3094164074103242
3161 Leather & Hide Tanning,import,17.755346171161882,0.24691463844020445
31611 Leather & Hide Tanning,export,18.074665068782245,0.3094164074103242
31611 Leather & Hide Tanning,import,17.755346171161882,0.24691463844020445
316110 Leather & Hide Tanning,export,18.074665068782245,0.3094164074103242
316110 Leather & Hide Tanning,import,17.755346171161882,0.24691463844020445
3162 Footwear,export,18.245014719461548,0.22203750573051456
3162 Footwear,import,21.492922208871406,0.20234123086375935
31621 Footwear,export,18.245014719461548,0.22203750573051456
31621 Footwear,import,21.492922208871406,0.20234123086375935
316210 Footwear,export,18.245014719461548,0.22203750573051456
316210 Footwear,import,21.492922208871406,0.20234123086375935
3169 Other Leather Products,export,18.98669206397001,0.17490320063780096
3169 Other Leather Products,import,20.73597113792407,0.17453499929686117
31699 Other Leather Products,export,18.98669206397001,0.17490320063780096
31699 Other Leather Products,import,20.73597113792407,0.17453499929686117
321 Wood Products,export,20.263232875035232,0.13148574197892351
321 Wood Products,import,21.35419662638897,0.27509495053789756
3211 Sawmill & Wood Products,export,19.57402946866391,0.15663454964267517
3211 Sawmill & Wood Products,import,20.31390795230849,0.33682948282712044
32111 Sawmill & Wood Products,export,19.57402946866391,0.15663454964267517
32111 Sawmill & Wood Products,import,20.31390795230849,0.33682948282712044
321113 Sawmill Products,export,19.490641630338722,0.1574885923413186
321113 Sawmill Products,import,20.2990940111282,0.34019494416026325
"321114 Treated Wood Products, Nesoi",export,17.010514221343787,0.3211344352989173
"321114 Treated Wood Products, Nesoi",import,16.02637276526409,0.25178511542660315
"3212 Veneer, Plywood & Engineered Wood Products",export,18.555463874110334,0.1923954012049274
"3212 Veneer, Plywood & Engineered Wood Products",import,20.274802237646405,0.2846628642145449
"32121 Veneer, Plywood & Engineered Wood Products",export,18.555463874110334,0.1923954012049274
"32121 Veneer, Plywood & Engineered Wood Products",import,20.274802237646405,0.2846628642145449
321211 Hardwood Veneer & Plywood,export,17.29423573598582,0.15439534878841776
321211 Hardwood Veneer & Plywood,import,19.059741731563783,0.21979222344759616
321212 Softwood Veneer & Plywood,export,16.885248907284147,0.2524779869619289
321212 Softwood Veneer & Plywood,import,18.257035043264434,0.34658030520151495
321219 Reconstituted Wood Products,export,17.469700565604665,0.2855101699202015
321219 Reconstituted Wood Products,import,19.43171687655796,0.35483753656047373
3219 Other Wood Products,export,19.091411995856053,0.19386236169951632
3219 Other Wood Products,import,20.154177451650636,0.23313263900481732
32191 Millwork,export,17.071588309116965,0.364439083143986
32191 Millwork,import,19.237583212956693,0.3303470990559636
321911 Wood Windows & Doors,export,16.576649904969404,0.37350287650377273
321911 Wood Windows & Doors,import,18.2343841859897,0.5402054942645673
321918 Other Millwork (including Flooring),export,16.092182433218543,0.4197637416870095
321918 Other Millwork (including Flooring),import,18.746530903625153,0.20830957715212534
32192 Wood Containers & Pallets,export,17.375919793386092,0.2170304185602391
32192 Wood Containers & Pallets,import,17.484577554659033,0.4829009776070028
321920 Wood Containers & Pallets,export,17.375919793386092,0.2170304185602391
321920 Wood Containers & Pallets,import,17.484577554659033,0.4829009776070028
32199 All Other Wood Products,export,18.70059743935532,0.2230975685956756
32199 All Other Wood Products,import,19.495348967509276,0.17463359082468774
321992 Prefabricated Wood Buildings,export,15.02465832251978,0.5278504943165885
321992 Prefabricated Wood Buildings,import,16.567347679482566,0.38560741596608866
321999 Miscellaneous Wood Products,export,18.55027866501553,0.25877935880605585
321999 Miscellaneous Wood Products,import,19.435931163916152,0.1709108856336025
322 Paper,export,21.433330347263116,0.08524563994002607
322 Paper,import,21.316988498904127,0.1341591275869505
"3221 Pulp, Paper & Paperboard Mill Products",export,20.870732779431343,0.10527608073906852
"3221 Pulp, Paper & Paperboard Mill Products",import,20.660846118289435,0.1492063153850059
32211 Pulp Mill Products,export,20.030067414253114,0.1380643141334869
32211 Pulp Mill Products,import,19.4740171984983,0.21337289575297183
322110 Pulp Mill Products,export,20.030067414253114,0.1380643141334869
322110 Pulp Mill Products,import,19.4740171984983,0.21337289575297183
32212 Paper Mill Products,export,19.096846581931842,0.18184802157070476
32212 Paper Mill Products,import,19.94592826539347,0.1463929193699384
32213 Paperboard Mill Products,export,19.93935943443883,0.13104584552075832
32213 Paperboard Mill Products,import,19.055767592035416,0.18876459149517794
322130 Paperboard Mill Products,export,19.93935943443883,0.13104584552075832
322130 Paperboard Mill Products,import,19.055767592035416,0.18876459149517794
3222 Converted Paper Products,export,20.588276624775215,0.07468683574013357
3222 Converted Paper Products,import,20.58092317675095,0.14932214403772912
32221 Paperboard Containers,export,19.194705995754862,0.10950131526758224
32221 Paperboard Containers,import,18.986516761260344,0.1865811410343016
322211 Corrugated & Solid Fiber Boxes,export,18.783520278197877,0.12367090046212567
322211 Corrugated & Solid Fiber Boxes,import,17.688192455384947,0.2546993666792955
322212 Folding Paperboard Boxes,export,17.63409208196995,0.09765012732450651
322212 Folding Paperboard Boxes,import,18.31140379739162,0.15136060568715998
322219 Other Paperboard Containers,export,17.117700988491503,0.1688338328327147
322219 Other Paperboard Containers,import,17.41401726981609,0.3324600068672805
32222 Paper Bags & Coated & Treated Paper,export,19.877069301938675,0.07995535054080989
32222 Paper Bags & Coated & Treated Paper,import,19.600131542613184,0.15930671707641644
322220 Paper Bag & Coated & Treated Paper,export,19.877069301938675,0.07995535054080989
322220 Paper Bag & Coated & Treated Paper,import,19.600131542613184,0.15930671707641644
32223 Stationery Products,export,15.674376108738794,0.2560759466170025
32223 Stationery Products,import,17.417758971689825,0.4038673447485495
322230 Stationery Products,export,15.674376108738794,0.2560759466170025
322230 Stationery Products,import,17.417758971689825,0.4038673447485495
32229 Other Converted Paper Products,export,19.210883925408606,0.07285635087277484
32229 Other Converted Paper Products,import,19.602565572725503,0.11919492514542993
322291 Sanitary Paper Products,export,18.727081478010746,0.08762440859727517
322291 Sanitary Paper Products,import,19.121206435369256,0.09011975820754362
322299 All Other Converted Paper Products,export,18.248550369518572,0.09797399830862548
322299 All Other Converted Paper Products,import,18.630367523406804,0.20757407281742188
"323 Printed Matter And Related Products, Nesoi",export,19.887042888846864,0.10841172915595576
"323 Printed Matter And Related Products, Nesoi",import,19.967300040504036,0.14503586365301607
"3231 Printed Matter And Related Products, Nesoi",export,19.887042888846864,0.10841172915595576
"3231 Printed Matter And Related Products, Nesoi",import,19.967300040504036,0.14503586365301607
32311 Print And Stationery Articles,export,19.871353877315705,0.10833969974103004
32311 Print And Stationery Articles,import,19.961788779812636,0.145924358981229
323111 Commercial Printing (except Screen And Books),export,19.321633430458693,0.13131133622078417
323111 Commercial Printing (except Screen And Books),import,19.48399790813022,0.14321464340225948
"323117 Printed Books, Brochures & Similar Printed Matter",export,19.003690205294234,0.13444445883546086
"323117 Printed Books, Brochures & Similar Printed Matter",import,18.986604879237873,0.19123779358559073
32312 Printing Preparation Products,export,15.631250901853196,0.47490351185714685
32312 Printing Preparation Products,import,14.710248776205427,0.279818014848852
"323120 Printing Type, Plates, Cylinders, Etc, Nesoi",export,15.631250901853196,0.47490351185714685
"323120 Printing Type, Plates, Cylinders, Etc, Nesoi",import,14.710248776205427,0.279818014848852
324 Petroleum & Coal Products,export,22.75772069918502,0.3210896762018092
324 Petroleum & Coal Products,import,22.276078048614995,0.3079893121374851
3241 Petroleum & Coal Products,export,22.75772069918502,0.3210896762018092
3241 Petroleum & Coal Products,import,22.276078048614995,0.3079893121374851
32411 Petroleum Refinery Products,export,22.74312624807587,0.31176826765748666
32411 Petroleum Refinery Products,import,22.265557391640375,0.306825433486568
324110 Petroleum Refinery Products,export,22.74312624807587,0.31176826765748666
324110 Petroleum Refinery Products,import,22.265557391640375,0.306825433486568
32412 Asphalt Paving Mixtures,export,17.469103650764737,0.25433975929048414
32412 Asphalt Paving Mixtures,import,17.325009667821014,0.3924091973887946
324121 Asphalt Paving Mixtures,export,15.784054824687036,0.2562646121364264
324121 Asphalt Paving Mixtures,import,15.72849487840403,0.8462283616194722
324122 Asphalt Shingle & Coating Materials,export,17.25581292695245,0.2853303408150854
324122 Asphalt Shingle & Coating Materials,import,17.05656817316265,0.3212197163399773
32419 Other Petroleum And Coal Products,export,15.8756451465091,2.239683304724798
32419 Other Petroleum And Coal Products,import,15.785868664616476,1.2326703539978754
324199 All Other Petroleum And Coal Products,export,15.781413163869923,2.0694343189481605
324199 All Other Petroleum And Coal Products,import,14.602132051319188,1.8944242253258872
325 Chemicals,export,23.628439700284176,0.16876238151976872
325 Chemicals,import,23.827749713875146,0.2026396977894571
3251 Basic Chemicals,export,22.400828458837275,0.13606268680791775
3251 Basic Chemicals,import,22.249567144551488,0.1671813014540634
32511 Petrochemicals,export,19.542644266302343,0.5715085642563715
32511 Petrochemicals,import,18.531239693117804,0.2682521115166743
325110 Petrochemicals,export,19.542644266302343,0.5715085642563715
325110 Petrochemicals,import,18.531239693117804,0.2682521115166743
32512 Industrial Gases,export,17.659204311000096,0.1636064283935411
32512 Industrial Gases,import,16.77055166317841,0.30068435643171654
325120 Industrial Gases,export,17.659204311000096,0.1636064283935411
325120 Industrial Gases,import,16.77055166317841,0.30068435643171654
32513 Synthetic Dyes & Pigments,export,19.206417587038846,0.27530737192658633
32513 Synthetic Dyes & Pigments,import,19.013270560258466,0.1761080191157143
325130 Synthetic  Dyes & Pigments,export,19.206417587038846,0.27530737192658633
325130 Synthetic  Dyes & Pigments,import,19.013270560258466,0.1761080191157143
32518 Other Basic Inorganic Chemicals,export,20.93948110374051,0.17095943985629836
32518 Other Basic Inorganic Chemicals,import,20.61333941153834,0.24602075141574006
325180 All Other Basic Inorganic Chemicals,export,20.93948110374051,0.17095943985629836
325180 All Other Basic Inorganic Chemicals,import,20.61333941153834,0.24602075141574006
32519 Other Basic Organic Chemicals,export,21.97195568494919,0.11528895782514102
32519 Other Basic Organic Chemicals,import,21.93892554575175,0.17206647194552727
325193 Ethyl Alcohols,export,19.15518128480853,0.3198906334599997
325193 Ethyl Alcohols,import,17.506384180349592,0.5575845835697414
"325194 Cyclic Crude & Intermediate, & Gum & Wood Chemical",export,19.887322282790407,0.15494852678954885
"325194 Cyclic Crude & Intermediate, & Gum & Wood Chemical",import,19.434603569624436,0.2797476307470078
325199 All Other Basic Organic Chemicals,export,21.7640577674889,0.1172900777732404
325199 All Other Basic Organic Chemicals,import,21.835804420091186,0.1757446553733739
"3252 Resin, Syn Rubber, Artf & Syn Fibers/fil",export,21.938054231318823,0.1437954379900171
"3252 Resin, Syn Rubber, Artf & Syn Fibers/fil",import,21.242077442364238,0.19186282992272594
32521 Resin & Synthetic Rubbers,export,21.882893059474092,0.15143068027068718
32521 Resin & Synthetic Rubbers,import,21.119325829150096,0.2035300152449173
325211 Plastics Materials & Resins,export,21.73899271187039,0.16613346741894547
325211 Plastics Materials & Resins,import,20.936982648271286,0.21120214033617715
325212 Synthetic Rubber (vulcanizable Elastomers),export,19.86311823888527,0.11304327798009589
325212 Synthetic Rubber (vulcanizable Elastomers),import,19.323061471158525,0.18407666391755192
32522 Artificial & Synthetic Fibers & Filaments,export,18.99527282859483,0.12603998639729794
32522 Artificial & Synthetic Fibers & Filaments,import,19.07404400893539,0.13983097249580123
325220 Artificial And Synthetic Fibers And Filaments,export,18.99527282859483,0.12603998639729794
325220 Artificial And Synthetic Fibers And Filaments,import,19.07404400893539,0.13983097249580123
"3253 Pesticides, Fertilizers & Oth Agri Chemicals",export,20.44010065321522,0.2757084755979435
"3253 Pesticides, Fertilizers & Oth Agri Chemicals",import,20.53929185692406,0.3688998032177388
32531 Fertilizers,export,19.837165941772223,0.3350362781611386
32531 Fertilizers,import,20.39894390980756,0.37267989346564545
325311 Nitrogenous Fertilizers,export,18.210954361082436,0.4981983268667374
325311 Nitrogenous Fertilizers,import,19.592000310838227,0.47181409196581686
325312 Phosphatic Fertilizers,export,19.602744279616104,0.3226492887207527
325312 Phosphatic Fertilizers,import,19.775325593685658,0.3753522885523831
32532 Pesticides & Other Agricultural Chemicals,export,19.631700045818167,0.24610569875488694
32532 Pesticides & Other Agricultural Chemicals,import,18.466076773951013,0.44535011630306665
325320 Pesticides & Other Agricultural Chemicals,export,19.631700045818167,0.24610569875488694
325320 Pesticides & Other Agricultural Chemicals,import,18.466076773951013,0.44535011630306665
3254 Pharmaceuticals & Medicines,export,22.501475915794966,0.25840521718056525
3254 Pharmaceuticals & Medicines,import,23.236041459511863,0.24629239975745876
32541 Pharmaceuticals & Medicines,export,22.501475915794966,0.25840521718056525
32541 Pharmaceuticals & Medicines,import,23.236041459511863,0.24629239975745876
325411 Medicinal & Botanical Drugs & Vitamins,export,19.443359027036898,0.6025867136033669
325411 Medicinal & Botanical Drugs & Vitamins,import,20.913042167693423,0.4312471387565726
325412 Pharmaceutical Preparations,export,21.636721731579158,0.16480266266639948
325412 Pharmaceutical Preparations,import,22.68496591141052,0.13990869258365324
325413 In-vitro Diagnostic Substance,export,20.43801714866362,0.24361178221107344
325413 In-vitro Diagnostic Substance,import,20.306072982842302,0.8474454961313985
325414 Biological Products (exc Diagnostic),export,21.5491572854607,0.3917854850768848
325414 Biological Products (exc Diagnostic),import,21.79761336581501,0.43640380869369677
"3255 Paints, Coatings & Adhesives",export,19.934182053407284,0.12407792838341164
"3255 Paints, Coatings & Adhesives",import,19.014712233410776,0.20242831625134264
32551 Paints & Coatings,export,19.315826611065845,0.1482995360664342
32551 Paints & Coatings,import,18.472226618613806,0.19491645741494038
325510 Paints & Coatings,export,19.315826611065845,0.1482995360664342
325510 Paints & Coatings,import,18.472226618613806,0.19491645741494038
32552 Adhesives,export,19.158508937842566,0.10432945448397137
32552 Adhesives,import,18.14124523792052,0.2261973403942708
325520 Adhesives,export,19.158508937842566,0.10432945448397137
325520 Adhesives,import,18.14124523792052,0.2261973403942708
"3256 Soaps, Cleaning Compounds & Toilet Preparations",export,21.107263915577168,0.07501331848333856
"3256 Soaps, Cleaning Compounds & Toilet Preparations",import,20.8807723771657,0.19428756922248017
32561 Soaps & Cleaning Compounds,export,20.280041654221424,0.10241053168042012
32561 Soaps & Cleaning Compounds,import,19.652757004888954,0.21349872095006428
325611 Soaps & Other Detergents,export,18.79444043890758,0.2790712424194428
325611 Soaps & Other Detergents,import,18.55458529739298,0.31024232195476087
325612 Polishes & Other Sanitation Goods,export,18.399911040355505,0.15365830621703722
325612 Polishes & Other Sanitation Goods,import,17.816150033292423,0.46498329746850714
325613 Surface Active Agents,export,19.748585568943763,0.32219137424698757
325613 Surface Active Agents,import,18.93522986691345,0.16378858200334587
"32562 Perfumes, Makeups & Other Toiletries",export,20.52652966358102,0.1176485579232628
"32562 Perfumes, Makeups & Other Toiletries",import,20.52801957992971,0.21621086443729826
"325620 Perfumes, Makeups & Other Toiletries",export,20.52652966358102,0.1176485579232628
"325620 Perfumes, Makeups & Other Toiletries",import,20.52801957992971,0.21621086443729826
3259 Other Chemical Products & Preparations,export,20.572473182434738,0.23384220238888878
3259 Other Chemical Products & Preparations,import,21.031096285866678,0.2356790163324323
32591 Printing Inks,export,18.35498912802617,0.1436865280120971
32591 Printing Inks,import,20.35239419726292,0.13008144028021076
325910 Printing Inks,export,18.35498912802617,0.1436865280120971
325910 Printing Inks,import,20.35239419726292,0.13008144028021076
32592 Explosives & Accessories,export,17.77415601735606,0.19149555063079138
32592 Explosives & Accessories,import,17.463452698287806,0.1980921644672765
325920 Explosives & Accessories,export,17.77415601735606,0.19149555063079138
325920 Explosives & Accessories,import,17.463452698287806,0.1980921644672765
32599 All Other Chemical Products & Preparations,export,20.376174599272893,0.28014190786303395
32599 All Other Chemical Products & Preparations,import,20.191713578323338,0.46732844726849854
"325992 Photo Films, Papers, Plates & Chemicals",export,18.856527167490913,0.13993122831989402
"325992 Photo Films, Papers, Plates & Chemicals",import,18.560078060318983,0.11747106474327282
325998 All Oth Misc Chem Products & Preps (incl Natural),export,20.12131685981738,0.32870781730796717
325998 All Oth Misc Chem Products & Preps (incl Natural),import,19.948719884774487,0.5529912285160723
326 Plastics & Rubber Products,export,21.79086403226749,0.10910221807470989
326 Plastics & Rubber Products,import,22.349319646745805,0.17914671018250897
3261 Plastics Products,export,21.43047731000725,0.10097338816077278
3261 Plastics Products,import,21.8830520615236,0.20491436816367775
"32611 Plastics, Films, Sheets & Bags",export,20.472458856576228,0.07739351740215053
"32611 Plastics, Films, Sheets & Bags",import,20.591665868862233,0.1562908109387976
326111 Plastic Bag And Pouch,export,18.36604832795422,0.1364226345172209
326111 Plastic Bag And Pouch,import,19.323796610020743,0.13710678635303689
"326113 Not Rein Plastics Plates, Sheets, Etc (exc Pkg)",export,20.34198217920216,0.07543990519730083
"326113 Not Rein Plastics Plates, Sheets, Etc (exc Pkg)",import,20.26023526703856,0.16900193910311778
"32612 Plastics Pipes, Pipe Fittings & Profile Shapes",export,18.98728887756652,0.11305064196555334
"32612 Plastics Pipes, Pipe Fittings & Profile Shapes",import,18.691280861873093,0.2897358133825178
"326121 Plastics Rods, Sticks & Profile Shapes",export,17.660472292073525,0.10549156111412535
"326121 Plastics Rods, Sticks & Profile Shapes",import,17.71860295872525,0.24835165209489912
"326122 Plastics Tubes, Hoses, Pipes & Pipe Fittings",export,18.67783848286505,0.12521329163526057
"326122 Plastics Tubes, Hoses, Pipes & Pipe Fittings",import,18.211792706355272,0.32595083661543156
32616 Plastics Bottles,export,17.90794127152147,0.09796315094627495
32616 Plastics Bottles,import,18.291345891791014,0.12814859087579655
326160 Plastics Bottles,export,17.90794127152147,0.09796315094627495
326160 Plastics Bottles,import,18.291345891791014,0.12814859087579655
32619 Other Plastics Products,export,20.720736376366325,0.11542254988791706
32619 Other Plastics Products,import,21.456933160797377,0.22666393256492395
326191 Plastics Plumbing Fixtures,export,15.910372676014983,0.2772948533633347
326191 Plastics Plumbing Fixtures,import,17.084163805987142,0.3981355176003947
326199 All Other Plastics Products,export,20.712412771104496,0.11431291065221078
326199 All Other Plastics Products,import,21.443902676580418,0.22479707785221428
3262 Rubber Products,export,20.593977179329357,0.13886686133479065
3262 Rubber Products,import,21.356348433480466,0.1669081336544991
32621 Tires,export,19.822319961087967,0.14065093830636996
32621 Tires,import,20.96275349750081,0.17281080189725917
326211 Tires And Tire Parts (except Retreadings),export,19.81978464496042,0.14042612301438806
326211 Tires And Tire Parts (except Retreadings),import,20.96156092333668,0.17299362044549293
326212 Tire Retreadings,export,13.67917189115832,0.5939498612926455
326212 Tire Retreadings,import,14.167931421209062,0.3174546327826278
32622 Rubber & Plastics Hoses & Belting,export,19.31356788325884,0.17126739264436133
32622 Rubber & Plastics Hoses & Belting,import,19.548045517869806,0.19055007664130016
326220 Rubber & Plastics Hoses & Belting,export,19.31356788325884,0.17126739264436133
326220 Rubber & Plastics Hoses & Belting,import,19.548045517869806,0.19055007664130016
32629 Other Rubber Products,export,19.237439490806135,0.15863333863500617
32629 Other Rubber Products,import,19.52727545912844,0.1518630127969466
326291 Rubber Products For Mechanical Use,export,15.848804655155115,0.36893846669377456
326291 Rubber Products For Mechanical Use,import,14.785156774379201,0.33477906047921513
326299 Other Rubber Products,export,19.20210795809375,0.15260942429688898
326299 Other Rubber Products,import,19.518234405811143,0.15116130927745242
327 Nonmetallic Mineral Products,export,20.712005856926982,0.08425829251128213
327 Nonmetallic Mineral Products,import,21.448327235477596,0.15131039919431494
3271 Clay & Refractory Products,export,19.128885437610496,0.12424765468451789
3271 Clay & Refractory Products,import,20.18834746540956,0.1372914695141989
"32711 Pottery, Ceramics & Plumbing Fixtures",export,18.724297385052942,0.14338633900103354
"32711 Pottery, Ceramics & Plumbing Fixtures",import,19.71876891935362,0.16252257987202232
"327110 Pottery, Ceramics, And Plumbing Fixtures",export,18.724297385052942,0.14338633900103354
"327110 Pottery, Ceramics, And Plumbing Fixtures",import,19.71876891935362,0.16252257987202232
32712 Clay & Refractory Building Materials,export,18.021677765736257,0.13893962276106342
32712 Clay & Refractory Building Materials,import,19.202150184796686,0.1245124805187204
327120 Clay Building Materials And Refractories,export,18.021677765736257,0.13893962276106342
327120 Clay Building Materials And Refractories,import,19.202150184796686,0.1245124805187204
3272 Glass & Glass Products,export,19.943712263527058,0.08357503922849696
3272 Glass & Glass Products,import,20.281082779441817,0.14219155179948925
32721 Glass & Glass Products,export,19.943712263527058,0.08357503922849696
32721 Glass & Glass Products,import,20.281082779441817,0.14219155179948925
"327211 Drawn/blown, Float & Flat Glass",export,18.004244584620906,0.24293874683179398
"327211 Drawn/blown, Float & Flat Glass",import,17.87727557426574,0.22450818639387055
327212 Other Pressed & Blown Glass & Glassware,export,18.795709588948377,0.10746608455943019
327212 Other Pressed & Blown Glass & Glassware,import,19.293416806325073,0.1626418509869005
327213 Glass Containers,export,17.249930788441308,0.19672173176641677
327213 Glass Containers,import,18.65044760926591,0.14080120802392185
"327215 Glass Products, Nesoi",export,19.176321157860695,0.11449332976260995
"327215 Glass Products, Nesoi",import,19.189927017527197,0.19558743504185702
3273 Cement & Concrete Products,export,17.34335204984879,0.31250168792648075
3273 Cement & Concrete Products,import,19.004286179131004,0.20560754033156925
32731 Cements,export,16.52946403635004,0.2768434152329197
32731 Cements,import,18.456367944868934,0.41949927283140037
327310 Cements,export,16.52946403635004,0.2768434152329197
327310 Cements,import,18.456367944868934,0.41949927283140037
32733 Concrete Bricks & Blocks,export,15.133518235651733,0.32402334125729404
32733 Concrete Bricks & Blocks,import,14.962706110077045,0.4229073542548865
327331 Concrete Bricks & Blocks,export,15.11609744776519,0.3353670398494625
327331 Concrete Bricks & Blocks,import,14.955506652870914,0.41995133504742654
32739 Other Concrete Products,export,16.343098618039814,0.8126040539938979
32739 Other Concrete Products,import,17.65032159404058,1.107148531713038
327390 Other Concrete Products,export,16.343098618039814,0.8126040539938979
327390 Other Concrete Products,import,17.65032159404058,1.107148531713038
3274 Lime & Gypsum Products,export,17.01464952506353,0.15291230839648998
3274 Lime & Gypsum Products,import,16.78362336776536,0.3435840096584111
32741 Lime & Calcined Dolomite,export,15.407157350086836,0.2864137395178052
32741 Lime & Calcined Dolomite,import,15.453172230684405,0.1580634886042721
327410 Lime & Calcined Dolomite,export,15.407157350086836,0.2864137395178052
327410 Lime & Calcined Dolomite,import,15.453172230684405,0.1580634886042721
32742 Gypsum Products,export,16.781205111162812,0.16852247650601507
32742 Gypsum Products,import,16.45452020277217,0.4397369814274472
327420 Gypsum Products,export,16.781205111162812,0.16852247650601507
327420 Gypsum Products,import,16.45452020277217,0.4397369814274472
3279 Other Nonmetallic Mineral Products,export,19.39814068513254,0.10137046705066546
3279 Other Nonmetallic Mineral Products,import,20.267143988263175,0.1832792847465821
32791 Abrasive Products,export,18.37605548171465,0.13299672787035935
32791 Abrasive Products,import,18.73457381093446,0.17843582520928922
327910 Abrasive Products,export,18.37605548171465,0.13299672787035935
327910 Abrasive Products,import,18.73457381093446,0.17843582520928922
32799 All Other Nonmetallic Mineral Products,export,18.950645453720572,0.095071262912438545
32799 All Other Nonmetallic Mineral Products,import,20.022507808064237,0.19192579187582273
327991 Cut Stone & Stone Products,export,15.975782065046662,0.5543320740720155
327991 Cut Stone & Stone Products,import,19.633363311314948,0.23532723193393743
327992 Ground Or Treated Mineral & Earth,export,17.146582445488153,0.16573300810565467
327992 Ground Or Treated Mineral & Earth,import,17.402053432040596,0.3196080261918645
327993 Mineral Wool & Glass Fibers,export,18.107282792067167,0.21102654219435316
327993 Mineral Wool & Glass Fibers,import,17.950818663301767,0.16372060990841136
327999 All Oth Misc Nonmetallic Mineral Products,export,17.85379599778242,0.14163248073032048
327999 All Oth Misc Nonmetallic Mineral Products,import,17.846093022748597,0.2632359916839247
331 Primary Metal Mfg,export,22.367577633917495,0.22281229407924857
331 Primary Metal Mfg,import,22.895662618445368,0.2768381775840669
3311 Iron & Steel & Ferroalloy,export,20.79897006489294,0.20742786396064253
3311 Iron & Steel & Ferroalloy,import,21.69729960841947,0.3042890712496788
33111 Iron And Steel And Ferroalloy Steel Products,export,20.79897006489294,0.20742786396064253
33111 Iron And Steel And Ferroalloy Steel Products,import,21.69729960841947,0.3042890712496788
331110 Iron And Steel And Ferroalloy Steel  Products,export,20.79897006489294,0.20742786396064253
331110 Iron And Steel And Ferroalloy Steel  Products,import,21.69729960841947,0.3042890712496788
3312 Steel Products From Purchased Steel,export,17.92825837262621,0.37326471973300107
3312 Steel Products From Purchased Steel,import,19.190466919482347,0.3466329580218993
33122 Rolling & Drawing Of Purchased Steel,export,17.75684379145481,0.12329115839081023
33122 Rolling & Drawing Of Purchased Steel,import,19.058842459822753,0.1867446926174621
331221 Rolled Steel Shape,export,16.477970535376432,0.163487701101504
331221 Rolled Steel Shape,import,16.564074466088798,0.19251151678276748
331222 Steel Wire Drawing,export,17.42696640450946,0.13496760387049095
331222 Steel Wire Drawing,import,18.97187522281176,0.19061247620186006
3313 Alumina & Aluminum  & Processing,export,20.145024344115118,0.18382701062717074
3313 Alumina & Aluminum  & Processing,import,21.042577924758756,0.2602044598320412
33131 Alumina & Aluminum  & Processing,export,20.145024344115118,0.18382701062717074
33131 Alumina & Aluminum  & Processing,import,21.042577924758756,0.2602044598320412
331313 Alumina Refined And Primary Aluminum,export,18.61618671671224,0.2837854870360173
331313 Alumina Refined And Primary Aluminum,import,20.45389138125962,0.2602886156671036
331314 Secondary Smelting & Alloying Of Aluminum,export,16.568941908844163,0.4452214786759071
331314 Secondary Smelting & Alloying Of Aluminum,import,17.33467278956093,1.5644443848865688
"331315 Aluminum Sheets, Plates & Foils",export,19.48376418243765,0.17788429122398947
"331315 Aluminum Sheets, Plates & Foils",import,19.633069386413805,0.2599348906656987
"331318 Other Aluminum Rolling, Drawing, And Extruding",export,18.65597601192278,0.2648386339105528
"331318 Other Aluminum Rolling, Drawing, And Extruding",import,19.0326247926165,0.3068724744063369
3314 Nonferrous (exc Alum) & Processing,export,21.932301540176358,0.2971071315851995
3314 Nonferrous (exc Alum) & Processing,import,22.156175963049574,0.40091000685808015
33141 Nonferrous (exc Aluminum) Smelting & Refining,export,21.64051489335733,0.3432935899387901
33141 Nonferrous (exc Aluminum) Smelting & Refining,import,21.822581218550358,0.28859277847648895
"331410 Nonferrous Metal (excpt Aluminum)  Smeltd, Refined",export,21.64051489335733,0.3432935899387901
